transactionnumber,date,expensetype,expensearea,supplier,amount,file,negative
2142976,2020-10-14 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,EAST LONDON NHS FOUNDATION TRUST,76605.0,BART 07 - October.xlsx,1
2142729,2020-10-14 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,FRESENIUS KABI LTD,49200.0,BART 07 - October.xlsx,1
2142729,2020-10-14 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,FRESENIUS KABI LTD,49200.0,BART 07 - October.xlsx,1
2142729,2020-10-14 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,FRESENIUS KABI LTD,30600.0,BART 07 - October.xlsx,1
2142729,2020-10-14 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,FRESENIUS KABI LTD,30600.0,BART 07 - October.xlsx,1
2142961,2020-10-14 00:00:00,COMPUTER SOFTWARE,SITE MANAGEMENT - SBH,GALLERY PARTNERSHIP LTD (THE),42500.0,BART 07 - October.xlsx,1
2142716,2020-10-14 00:00:00,PATIENTS APPLIANCES,ENT MEDICAL STAFF,HCA INT LTD,149704.0,BART 07 - October.xlsx,1
2142943,2020-10-14 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,48438.0,BART 07 - October.xlsx,1
2142943,2020-10-14 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,32292.0,BART 07 - October.xlsx,1
2142943,2020-10-14 00:00:00,DRUGS: HOMECARE PASSTHROUGH,CLINICAL IMMUNOLOGY,HEALTHCARE AT HOME LTD,26250.0,BART 07 - October.xlsx,1
2142943,2020-10-14 00:00:00,DRUGS: HOMECARE PASSTHROUGH,CLINICAL IMMUNOLOGY,HEALTHCARE AT HOME LTD,28350.0,BART 07 - October.xlsx,1
2142710,2020-10-14 00:00:00,BUILDINGS / STRUCTURE,WARD ENVIRONMENT WORKS - PRIMROSE WARD,HERRONWAY LTD,179601.0,BART 07 - October.xlsx,1
2143003,2020-10-14 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,MRI SCANNER,INHEALTH LTD,25141.0,BART 07 - October.xlsx,1
2142668,2020-10-14 00:00:00,BUILDINGS / STRUCTURE,EDC - CANCER CENTRE AT MILE END,LOGAN CONSTRUCTION (SE) LTD,655818.0,BART 07 - October.xlsx,1
2142660,2020-10-14 00:00:00,PROPERTY RENTS, SBH,NOMURA INTERNATIONAL PLC,133319.0,BART 07 - October.xlsx,1
2142793,2020-10-14 00:00:00,ESTATES SERVICES CONTRACTS,PFI FM SERVICES,P2G LLP,29843.0,BART 07 - October.xlsx,1
2142842,2020-10-14 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,141354.0,BART 07 - October.xlsx,1
2142842,2020-10-14 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,311773.0,BART 07 - October.xlsx,1
2142884,2020-10-14 00:00:00,IMAGING EQUIPMENT,P.A.C.S,SECTRA LTD,171211.0,BART 07 - October.xlsx,1
2142623,2020-10-14 00:00:00,LEASE VEHICLES,TRUST PATIENT TRANSPORT,STARCROSS TRADING LIMITED T/A BEARS,136989.0,BART 07 - October.xlsx,1
2142989,2020-10-14 00:00:00,MEDICAL & SURGICAL EQUIPMENT,A & E NURSING WC,SUPPLY CHAIN COORDINATION LTD (SCCL),26614.0,BART 07 - October.xlsx,1
2142661,2020-10-14 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,186420.0,BART 07 - October.xlsx,1
2142661,2020-10-14 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,237618.0,BART 07 - October.xlsx,1
2142661,2020-10-14 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,232516.0,BART 07 - October.xlsx,1
2142661,2020-10-14 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,37758.0,BART 07 - October.xlsx,1
2142661,2020-10-14 00:00:00,POSTAGE,POSTAGE - RLH,SWISS POST SOLUTIONS LTD,99383.0,BART 07 - October.xlsx,1
2142991,2020-10-14 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,UNIVERSITY COLLEGE LONDON NHS FOUNDATION  TRUST,1254864.0,BART 07 - October.xlsx,1
2142991,2020-10-14 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,UNIVERSITY COLLEGE LONDON NHS FOUNDATION  TRUST,1254864.0,BART 07 - October.xlsx,1
2142939,2020-10-14 00:00:00,LABORATORY TESTS NON-NHS,HISTOPATHOLOGY,VISIOPATH LTD,25440.0,BART 07 - October.xlsx,1
2143129,2020-10-16 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,80872.0,BART 07 - October.xlsx,1
2143246,2020-10-16 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,194451.0,BART 07 - October.xlsx,1
2143130,2020-10-16 00:00:00,CHILDCARE VOUCHERS,EMPLOYEE SUPPORT & WELLBEING,CHILDCARE VOUCHERS LTD,36033.0,BART 07 - October.xlsx,1
2143072,2020-10-16 00:00:00,NON-CLINICAL CONTRACT SERVICES,ENERGY & UTILITIES - WXH,ENGIE SERVICES LTD,57896.0,BART 07 - October.xlsx,1
2143102,2020-10-16 00:00:00,BUILDINGS / STRUCTURE,REMEDIAL WORKS TO JOHN HARRISON HOUSE,FLEET INSULATION CO LTD,60909.0,BART 07 - October.xlsx,1
2143230,2020-10-16 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,32292.0,BART 07 - October.xlsx,1
2143148,2020-10-16 00:00:00,HEALTH RECORD STORAGE,WXH HEALTH RECORDS,IRON MOUNTAIN (UK) LTD,34100.0,BART 07 - October.xlsx,1
2143101,2020-10-16 00:00:00,CAPITAL ,ENDOSCOPY EMERGENCY STACK/SCOPE - MDG 20/21,KEYMED MEDICAL & INDUSTRIAL EQUIPMENT LTD,72359.0,BART 07 - October.xlsx,1
2143251,2020-10-16 00:00:00,BLOOD - CONTRACT BTS,BLOOD PRODUCTS,NHS BLOOD AND TRANSPLANT,326081.0,BART 07 - October.xlsx,1
2143251,2020-10-16 00:00:00,BLOOD - CONTRACT BTS,HAEMATOLOGY,NHS BLOOD AND TRANSPLANT,66516.0,BART 07 - October.xlsx,1
2143251,2020-10-16 00:00:00,BLOOD - CONTRACT BTS,HAEM & BLOOD TRANSFUSION - NON PAYS,NHS BLOOD AND TRANSPLANT,93518.0,BART 07 - October.xlsx,1
2143150,2020-10-16 00:00:00,LAB REAGENTS & CHEMICALS,COVID19 COSTS - PATHOLOGY,QIAGEN LTD,42960.0,BART 07 - October.xlsx,1
2143174,2020-10-16 00:00:00,SOFTWARE MAINTENANCE,NGH CORPORATE SERVICES COVID19,SOFTCAT LTD,331250.0,BART 07 - October.xlsx,1
2143259,2020-10-16 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - SBH,SUPPLY CHAIN COORDINATION LTD (SCCL),119839.0,BART 07 - October.xlsx,1
2143350,2020-10-21 00:00:00,TELEPHONES: RENTAL,CHS PRE MOBILISATION (THIPP),CISCO SYSTEMS FINANCE INTERNATIONAL UC,56000.0,BART 07 - October.xlsx,1
2143435,2020-10-21 00:00:00,NHS PROPERTY SLA,ESTATES NHS PROPERTY SLA,COMMUNITY HEALTH PARTNERSHIPS,88681.0,BART 07 - October.xlsx,1
2143286,2020-10-21 00:00:00,INFORMATION TECHNOLOGY  LICENCES,CHIEF NURSE,DATIX LTD,106848.0,BART 07 - October.xlsx,1
2143412,2020-10-21 00:00:00,EXTERNAL CLINICAL SERVICES,LLOYDS PHARMACY DRUGS RECHARGE,LLOYDS PHARMACY,2346211.0,BART 07 - October.xlsx,1
2143356,2020-10-21 00:00:00,ENGINEERING MAINTENANCE,PFI FM SERVICES,P2G LLP,28083.0,BART 07 - October.xlsx,1
2143377,2020-10-21 00:00:00,RECRUITMENT EXPENSES,TEMPORARY RECRUITMENT,PULSE HEALTHCARE LTD,250733.0,BART 07 - October.xlsx,1
2143377,2020-10-21 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,88202.0,BART 07 - October.xlsx,1
2143377,2020-10-21 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,331710.0,BART 07 - October.xlsx,1
2143441,2020-10-21 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),52102.0,BART 07 - October.xlsx,1
2143441,2020-10-21 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),331132.0,BART 07 - October.xlsx,1
2143441,2020-10-21 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),90633.0,BART 07 - October.xlsx,1
2143517,2020-10-23 00:00:00,COMPUTER SOFTWARE,CLOUD BOOKING AND CALENDAR INTEGRATED SYSTEM,CLOUD BOOKING LTD,99036.0,BART 07 - October.xlsx,1
2143517,2020-10-23 00:00:00,OFFICE & IT EQUIPMENT,CLOUD BOOKING AND CALENDAR INTEGRATED SYSTEM,CLOUD BOOKING LTD,30810.0,BART 07 - October.xlsx,1
2143575,2020-10-23 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,CSL BEHRING,126000.0,BART 07 - October.xlsx,1
2143575,2020-10-23 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,CSL BEHRING,84000.0,BART 07 - October.xlsx,1
2143604,2020-10-23 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,DRAEGER MEDICAL UK LTD,116961.0,BART 07 - October.xlsx,1
2143501,2020-10-23 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,LLOYDS PHARMACY CLINICAL HOMECARE LTD,36300.0,BART 07 - October.xlsx,1
2143589,2020-10-23 00:00:00,LAB REAGENTS & CHEMICALS,COVID19 COSTS - PATHOLOGY,QIAGEN LTD,50362.0,BART 07 - October.xlsx,1
2143632,2020-10-23 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,QUALASEPT LTD T/A BATH ASU,28095.0,BART 07 - October.xlsx,1
2143632,2020-10-23 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,QUALASEPT LTD T/A BATH ASU,26832.0,BART 07 - October.xlsx,1
2143632,2020-10-23 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY CHEMO STOCK,QUALASEPT LTD T/A BATH ASU,65958.0,BART 07 - October.xlsx,1
2143676,2020-10-23 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT -  WXH,SUPPLY CHAIN COORDINATION LTD (SCCL),316889.0,BART 07 - October.xlsx,1
2143634,2020-10-23 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,UNISURGE INTERNATIONAL LTD,27540.0,BART 07 - October.xlsx,1
3782,2020-10-27 00:00:00,PATIENTS APPLIANCES,RESPIRATORY MEDICINE,NUVOAIR AB,30800.0,BART 07 - October.xlsx,1
2143840,2020-10-28 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,67895.0,BART 07 - October.xlsx,1
2143726,2020-10-28 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,AMGEN LTD,26400.0,BART 07 - October.xlsx,1
2143793,2020-10-28 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,BAXTER HEALTHCARE LTD,32112.0,BART 07 - October.xlsx,1
2143968,2020-10-28 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,123588.0,BART 07 - October.xlsx,1
2143850,2020-10-28 00:00:00,COMPUTER MAINTENANCE,SERVER,CAPGEMINI UK PLC,178001.0,BART 07 - October.xlsx,1
2143795,2020-10-28 00:00:00,MEDICAL & SURGICAL EQUIPMENT,HUMPHREY VISUAL FIELD MACHINE - FP552,CARL ZEISS LTD,40426.0,BART 07 - October.xlsx,1
2143744,2020-10-28 00:00:00,GAS,ENERGY & UTILITIES - WXH,CORONA ENERGY,70826.0,BART 07 - October.xlsx,1
2143744,2020-10-28 00:00:00,GAS,ENERGY & UTILITIES - WXH,CORONA ENERGY,53598.0,BART 07 - October.xlsx,1
2143744,2020-10-28 00:00:00,GAS,ENERGY & UTILITIES - WXH,CORONA ENERGY,51309.0,BART 07 - October.xlsx,1
2143743,2020-10-28 00:00:00,CONSULTANCY FEES,SITE MANAGEMENT - SBH,DELOITTE LLP,47450.0,BART 07 - October.xlsx,1
2143875,2020-10-28 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT -  WXH,DRAEGER MEDICAL UK LTD,70176.0,BART 07 - October.xlsx,1
2143969,2020-10-28 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,108293.0,BART 07 - October.xlsx,1
2143775,2020-10-28 00:00:00,BUILDINGS / STRUCTURE,CHANGING  ROOMS FACILITIES  PROJECT,HERRONWAY LTD,101362.0,BART 07 - October.xlsx,1
2143775,2020-10-28 00:00:00,BUILDINGS / STRUCTURE,WARD ENVIRONMENT WORKS - PRIMROSE WARD,HERRONWAY LTD,182417.0,BART 07 - October.xlsx,1
2143775,2020-10-28 00:00:00,BUILDINGS / STRUCTURE,URGENT CARE CENTRE (UCC) SPACE PROVISION,HERRONWAY LTD,143967.0,BART 07 - October.xlsx,1
2143775,2020-10-28 00:00:00,BUILDINGS / STRUCTURE,CURIE  WARD REFURBISHMENT WORKS,HERRONWAY LTD,144362.0,BART 07 - October.xlsx,1
2143775,2020-10-28 00:00:00,BUILDINGS / STRUCTURE,PAEDIATRIC WARD SEGREGATION (UEC),HERRONWAY LTD,81200.0,BART 07 - October.xlsx,1
2143775,2020-10-28 00:00:00,ESTATES SERVICES CONTRACTS,SITE MANAGEMENT - NUH,HERRONWAY LTD,34200.0,BART 07 - October.xlsx,1
2143698,2020-10-28 00:00:00,BUILDINGS / STRUCTURE,RESTART NHS -  ED RESUS   WORKS,INIGO CONTRACT SERVICES LTD,116394.0,BART 07 - October.xlsx,1
2143698,2020-10-28 00:00:00,BUILDINGS / STRUCTURE,RESTART NHS -  THEATRES 1 WORKS,INIGO CONTRACT SERVICES LTD,139136.0,BART 07 - October.xlsx,1
2143708,2020-10-28 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,JANSSEN-CILAG LTD,107827.0,BART 07 - October.xlsx,1
2143942,2020-10-28 00:00:00,RATES,RATES & RENTS - RLH,LONDON BOROUGH OF TOWER HAMLETS,929936.0,BART 07 - October.xlsx,1
2143942,2020-10-28 00:00:00,RATES,RATES & RENTS - RLH,LONDON BOROUGH OF TOWER HAMLETS,43890.0,BART 07 - October.xlsx,1
2143942,2020-10-28 00:00:00,RATES,RATES & RENTS - MEH,LONDON BOROUGH OF TOWER HAMLETS,39678.0,BART 07 - October.xlsx,1
2143770,2020-10-28 00:00:00,SECURITY SERVCIES CONTRACT,SITE MANAGEMENT - NGH COVID19,LONDON INTERNATIONAL EXHIBITION CENTRE PLC,75284.0,BART 07 - October.xlsx,1
2143770,2020-10-28 00:00:00,SECURITY SERVCIES CONTRACT,SITE MANAGEMENT - NGH COVID19,LONDON INTERNATIONAL EXHIBITION CENTRE PLC,41989.0,BART 07 - October.xlsx,1
2143959,2020-10-28 00:00:00,BUILDINGS / STRUCTURE,NEWHAM FIRE WORKS - 20/21,M&G FIRE PROTECTION ESSEX LTD,92574.0,BART 07 - October.xlsx,1
2143707,2020-10-28 00:00:00,CONSULTANCY FEES,CENTRAL BI AND REPORTING,MBI HEALTH CONSULTING LTD,40381.0,BART 07 - October.xlsx,1
2143972,2020-10-28 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,MID & SOUTH ESSEX NHS FOUNDATION TRUST,179708.0,BART 07 - October.xlsx,1
2143972,2020-10-28 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,MID & SOUTH ESSEX NHS FOUNDATION TRUST,180549.0,BART 07 - October.xlsx,1
2143866,2020-10-28 00:00:00,RECRUITMENT EXPENSES,TEMPORARY RECRUITMENT,PULSE HEALTHCARE LTD,40500.0,BART 07 - October.xlsx,1
2143866,2020-10-28 00:00:00,RECRUITMENT EXPENSES,TEMPORARY RECRUITMENT,PULSE HEALTHCARE LTD,297132.0,BART 07 - October.xlsx,1
2143866,2020-10-28 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,94811.0,BART 07 - October.xlsx,1
2143866,2020-10-28 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,321685.0,BART 07 - October.xlsx,1
2143909,2020-10-28 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY CHEMO STOCK,QUALASEPT LTD T/A BATH ASU,33069.0,BART 07 - October.xlsx,1
2143822,2020-10-28 00:00:00,BUILDINGS / STRUCTURE,ACACIA WARD REFURBISHMENT WORKS,REDBROOKS SPECIALIST CONTRACTS LTD,169001.0,BART 07 - October.xlsx,1
2143801,2020-10-28 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ROCHE PRODUCTS LTD,61994.0,BART 07 - October.xlsx,1
2143981,2020-10-28 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),52533.0,BART 07 - October.xlsx,1
2143981,2020-10-28 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),448553.0,BART 07 - October.xlsx,1
2143981,2020-10-28 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),101390.0,BART 07 - October.xlsx,1
2143697,2020-10-28 00:00:00,CONSULTANTS FEES (BUILD),NEWHAM FIRE WORKS - 20/21,WILSON MASON LLP,38840.0,BART 07 - October.xlsx,1
2143697,2020-10-28 00:00:00,CONSULTANTS FEES (BUILD),NEWHAM FIRE WORKS - 20/21,WILSON MASON LLP,45522.0,BART 07 - October.xlsx,1
2143892,2020-10-28 00:00:00,OTHER EXPENSES,CLINICAL CODING,WOODWARD ASSOCIATES (UK) LTD,86260.0,BART 07 - October.xlsx,1
2143934,2020-10-28 00:00:00,CONSULTANCY FEES,SITE MANAGEMENT - NGH COVID19,WT PARTNERSHIP LTD,25575.0,BART 07 - October.xlsx,1
2144092,2020-10-30 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,64698.0,BART 07 - October.xlsx,1
2144060,2020-10-30 00:00:00,DIALYSIS CONSUMABLES,CAPD - RENAL,BAXTER HEALTHCARE LTD,60390.0,BART 07 - October.xlsx,1
2144179,2020-10-30 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,58950.0,BART 07 - October.xlsx,1
2144179,2020-10-30 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,58950.0,BART 07 - October.xlsx,1
2144109,2020-10-30 00:00:00,HEALTH RECORD STORAGE,WXH HEALTH RECORDS,IRON MOUNTAIN (UK) LTD,37173.0,BART 07 - October.xlsx,1
2144188,2020-10-30 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,MID & SOUTH ESSEX NHS FOUNDATION TRUST,257948.0,BART 07 - October.xlsx,1
2144189,2020-10-30 00:00:00,FINANCE LEASE INTEREST,INTEREST,NHS PROPERTY SERVICES LTD,60547.0,BART 07 - October.xlsx,1
3800,2020-10-30 00:00:00,OTHER EXPENSES,TRUST SOFT FM CONTRACT,SERCO LTD,5669533.0,BART 07 - October.xlsx,1
2144192,2020-10-30 00:00:00,MED & SURG EQUIP MAINTENANCE,NMES DIAGNOSTIC IMAGING,SUPPLY CHAIN COORDINATION LTD (SCCL),61658.0,BART 07 - October.xlsx,1
2144192,2020-10-30 00:00:00,MED & SURG EQUIP MAINTENANCE,NMES CARDIOVASCULAR,SUPPLY CHAIN COORDINATION LTD (SCCL),683051.0,BART 07 - October.xlsx,1
2144215,2020-11-04 00:00:00,LEASE VEHICLES,TRUST PATIENT TRANSPORT,STARCROSS TRADING LIMITED T/A BEARS,117320.0,BART 08 - November.xlsx,1
2144223,2020-11-04 00:00:00,VIRGIN EXPENSES,A & E HELICOPTER SERVICE,LONDON'S AIR AMBULANCE,39583.0,BART 08 - November.xlsx,1
2144227,2020-11-04 00:00:00,BUILDINGS / STRUCTURE,BARTS HEALTH LIFE SCIENCES TALENT HUB - NEWHAM COLLEGE,NEWHAM TRAINING & EDUCATION CENTRE,32985.0,BART 08 - November.xlsx,1
2144293,2020-11-04 00:00:00,BUILDINGS / STRUCTURE,NHSI LED LIGHTING - RETAINED ESTATE,ENGIE SERVICES LTD,58789.0,BART 08 - November.xlsx,1
2144293,2020-11-04 00:00:00,BUILDINGS / STRUCTURE,NHSI LED LIGHTING - RETAINED ESTATE,ENGIE SERVICES LTD,83023.0,BART 08 - November.xlsx,1
2144375,2020-11-04 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - SBH,NFI DIET LTD,41136.0,BART 08 - November.xlsx,1
2144379,2020-11-04 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,32384.0,BART 08 - November.xlsx,1
2144382,2020-11-04 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,CSL BEHRING,100800.0,BART 08 - November.xlsx,1
2144387,2020-11-04 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,COVID19 STORE - RLH,PHILIPS HEALTHCARE UK,34298.0,BART 08 - November.xlsx,1
2144412,2020-11-04 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,163067.0,BART 08 - November.xlsx,1
2144412,2020-11-04 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,317316.0,BART 08 - November.xlsx,1
2144432,2020-11-04 00:00:00,WATER,ENERGY & UTILITIES - RLH,ADSM PLC,45655.0,BART 08 - November.xlsx,1
2144455,2020-11-04 00:00:00,REFUSE COLLECTION,WASTE DISPOSAL & CONSUMABLES,SKANSKA,66146.0,BART 08 - November.xlsx,1
2144455,2020-11-04 00:00:00,REFUSE COLLECTION,WASTE DISPOSAL & CONSUMABLES,SKANSKA,56828.0,BART 08 - November.xlsx,1
2144455,2020-11-04 00:00:00,REFUSE COLLECTION,WASTE DISPOSAL & CONSUMABLES,SKANSKA,59331.0,BART 08 - November.xlsx,1
2144455,2020-11-04 00:00:00,REFUSE COLLECTION,WASTE DISPOSAL & CONSUMABLES,SKANSKA,56787.0,BART 08 - November.xlsx,1
2144519,2020-11-04 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,35942.0,BART 08 - November.xlsx,1
2144535,2020-11-04 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,123818.0,BART 08 - November.xlsx,1
2144546,2020-11-04 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,101318.0,BART 08 - November.xlsx,1
2144548,2020-11-04 00:00:00,LABORATORY TESTS NHS,CARDIOLOGY IMAGING,ROYAL FREE LONDON NHS FOUNDATION TRUST,42519.0,BART 08 - November.xlsx,1
2144548,2020-11-04 00:00:00,LABORATORY TESTS NHS,CARDIOLOGY IMAGING,ROYAL FREE LONDON NHS FOUNDATION TRUST,39407.0,BART 08 - November.xlsx,1
2144548,2020-11-04 00:00:00,LABORATORY TESTS NHS,CARDIOLOGY IMAGING,ROYAL FREE LONDON NHS FOUNDATION TRUST,40963.0,BART 08 - November.xlsx,1
2144549,2020-11-04 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - NUH,SUPPLY CHAIN COORDINATION LTD (SCCL),526032.0,BART 08 - November.xlsx,1
2144550,2020-11-04 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),51381.0,BART 08 - November.xlsx,1
2144550,2020-11-04 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),377008.0,BART 08 - November.xlsx,1
2144550,2020-11-04 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),105711.0,BART 08 - November.xlsx,1
2144551,2020-11-04 00:00:00,MED & SURG EQUIP MAINTENANCE,RLH THEATRES - GENERAL,SUPPLY CHAIN COORDINATION LTD (SCCL),94887.0,BART 08 - November.xlsx,1
2144579,2020-11-06 00:00:00,CONSULTANTS FEES (BUILD),NEWHAM FIRE WORKS - 20/21,WILSON MASON LLP,180022.0,BART 08 - November.xlsx,1
2144609,2020-11-06 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,300946.0,BART 08 - November.xlsx,1
2144621,2020-11-06 00:00:00,ROOM HIRE,COVID19 STORE - OFFSITE,MHL GROUP SERVICES LTD,40674.0,BART 08 - November.xlsx,1
2144645,2020-11-06 00:00:00,OTHER EXPENSES,R&D ,QUEEN MARY UNIVERSITY OF LONDON,282830.0,BART 08 - November.xlsx,1
2144708,2020-11-06 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,NFI DIET LTD,42605.0,BART 08 - November.xlsx,1
2144718,2020-11-06 00:00:00,ELECTRICITY,ENERGY & UTILITIES - WXH,EDF ENERGY,47273.0,BART 08 - November.xlsx,1
