organisationname,date,transactionnumber,supplier,expensearea,expensetype,amount,file,negative,ideptfamily
Royal Free London NHS Foundation Trust,24/04/2020,13909,Shire Pharmaceuticals Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,38750.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1391419,Pro Economy Ltd,Rf:Engineering,Msse Maintenance Contracts,64324.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1392550,Hsl (Fm) Llp,Bh:General Pathology Barnet,Laboratory Equip Disposable,25662.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,13932,Alliance Healthcare (Distribution) Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,28484.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1398172,Radiology Reporting Online Llp,Bh:Radiology,Healthcare Commercial Sector,103254.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1398913,Productive People Llp,Tw:Od & Workforce Management,Consultancy Fees,36000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1406851,Fresenius Medical Care (Uk) Ltd,Tw:Dialysis Machines Ref-334,Med&Surg Equipment,70884.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,14075,Alliance Healthcare (Distribution) Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,-32816.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1408011,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,115598.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1408012,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,171035.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1408130,Insight Direct (Uk) Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,34608.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411613,Armstrong Medical Ltd,Rf:Covoid19 Equipments,Med&Surg Equipment,33739.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411628,Medtronic Ltd,Bh:Barnet Ecg Dept,Pacemakers,35040.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411641,Supply Chain Coordination Ltd (Maintenance),Ch:Sonography,Msse Maintenance Contracts,35760.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411652,Baxter Healthcare Ltd,Rf:Capd,Renal Dialysis Consumables,158786.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411653,Baxter Healthcare Ltd,Rf:Capd,Renal Dialysis Consumables,93704.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411808,Logan Construction (Se) Ltd,Rf: Enabling Works - Mri Unit,Building Contracts,209520.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411834,Mems Power Generation Ltd,Rf:Hv Generator  - Backlog,Estates Services Contracts,25331.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411858,De Smit Medical Systems Ltd,Ch:Covid-19,Med&Surg Equipment Disposable,30844.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411895,Synertec Ltd,Tw:Patient Systems,It Equipment,39799.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411896,Synertec Ltd,Bh:Breast Screening Admin Hub,Healthcare Commercial Sector,48518.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411907,Nhs Blood And Transplant,Rf:Haematology Labs,Blood Products,168943.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411929,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,29068.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411946,Elis Uk Ltd,Rf:Rfh Facilities Contract,Other Non-Clinical Services,80428.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411948,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,74141.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1411962,Maquet Ltd,Rf:Ircu Balloon Pump Refno 302,Med&Surg Equipment,50400.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1412031,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,59100.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1412032,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,59100.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1412170,Supply Chain Coordination Ltd (Capital),Tw:Ultrasound 16 Nhsi Nhssc,Radiology Equipment,254206.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1412375,Ap Clarity Ltd,Tw:Od & Workforce Management,Consultancy Fees,31074.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1412890,Anetic Aid Ltd,Rf:Replacement Trolleys Ref331,Med&Surg Equipment,29070.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1413029,Softcat Limited,Tw:Patient Systems,Other Non-Clinical Supplies,130115.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1413058,Dell Corporation Ltd,Bh:Radiology,Med&Surg Equipment Disposable,28312.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1413632,Alloga Uk,Tw:Balance Sheet,Pharmacy Issues & Receipts,40680.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1414545,Iqvia Technology Services Ltd,Tw:Information Management,Agency Admin & Clerical 1-7,36000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1414632,Supply Chain Coordination Ltd (Capital),Rf:Medical Physics,Med&Surg Equipment Disposable,771583.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1414772,Varian Medical Systems Ltd,Rf:Radiotherapy Physics,Msse Maintenance Repairs,181563.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1414943,K & H Medical Ltd,Rf:Corona Virus 11south Works,Engineering Contracts,62209.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1415916,Chameleon Information Management Services Ltd,Tw:Patient Systems,Other Non-Clinical Supplies,236966.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1415918,Childcare Vouchers Ltd,Tw:Balance Sheet,Childcare Vouchers,35935.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417126,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,101717.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417134,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,101717.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417139,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,101717.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417143,Ucl Consultants Ltd,Tw:Vanguard,Consultancy Fees,59999.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417233,Corona Energy,Rf:Energy,Gas,222249.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417236,Corona Energy,Rf:Energy,Gas,-122023.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417239,Corona Energy,Rf:Energy,Gas,210099.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417423,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,52808.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417457,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,25118.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1417621,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,31714.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1418960,Akcea Therapeutics Ireland Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,25359.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1419667,Cec Healthcare Coding Ltd,Tw:Clinical Coding,Other Non-Clinical Supplies,107149.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1420115,Sharpsmart Ltd,Rf:Waste Management,Refuse Collection-General,216000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1420935,Fresenius Medical Care (Uk) Ltd,Tw:Replace Dialysis Mach 329,Med&Surg Equipment,170121.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1421194,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1421197,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1421272,Qualasept Ltd (T/A Bath Asu),Tw:Balance Sheet,Pharmacy Issues & Receipts,26046.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1421296,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,31491.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1421300,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,41074.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1421349,Grifols Uk Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,39500.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1421407,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,175018.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1421413,Octapharma Limited,Tw:Balance Sheet,Pharmacy Issues & Receipts,38675.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1422383,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,51825.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1422442,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,43885.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1423000,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,26813.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1423685,Philips Respironics Uk Ltd,Rf:Thoracic Medicine,Anaesthetic Equip&Accessories,31163.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1423695,W  & I Craig (Civil Engineering) Ltd,Rf:Corona Virus Assessment Pod,Building Contracts,27246.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1423704,Cfes Limited,Tw:Covid-19 Stp,Building Contracts,486885.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1426281,University College London,Tw:Chief Executive,Consultancy Fees,124800.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1900,Imtech Low Carbon Solutions Ltd,Tw:Estates Maintenance,Msse Maintenance Contracts,46818.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1901,Universal Sealants (Uk) Ltd,Ch:Mscp Refurbishment,Ic Building Contracts,502599.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,24/04/2020,1942,Corona Energy,Tw:Energy & Utilities,Gas,39624.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,27/04/2020,1420070,Ihi Institute For Healthcare Improvement,Tw:Improvement  Faculty,Courses & Conferences,149528.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1159854,Central And North West London Nhs Ft,Rf:Diabetic Team,Healthcare Commercial Sector,99805.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1159855,Central And North West London Nhs Ft,Rf:Diabetic Team,Services Uclh Ft Clinical,39681.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1244831,University College London,Tw:Amit Nathwani Nihr Grant,Courses & Conferences,52172.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,13651,Novartis Pharmaceuticals,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,32957.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1388272,Nhs Business Service Authority,Rf:Low Clearance Clinic,Community Drugs (Tedd),82581.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1393089,University College London,Rf:Haemophilia,Blood Products,31188.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1398170,Nhs Shared Business Services Ltd,Tw:Payroll,Other Non-Clinical Services,54864.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1405445,Castle Water Limited,Rf:Energy,Sewerage,29487.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1412991,Bates Office Services Limited,Rf:Covid-19 (Surge),Med&Surg Equipment Disposable,68400.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1414626,Olympus Keymed,Tw:Windfall Endoscopy Money,Med&Surg Equipment,274298.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1414693,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1414699,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1414752,Block Solutions Limited,Tw:Information Man And Tech,Other Non-Clinical Supplies,154919.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1414909,Interserve Catering Services Ltd,Rf:Pp Hotel Services,Contract Catering,42446.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1415581,Supply Chain Coordination Ltd (Capital),Hw:Hadley Wood Day Surgery,Msse Maintenance Contracts,29877.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1415936,Dictate It,Tw:Patient Systems,Other Non-Clinical Supplies,37578.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1416960,Mbi Healthcare Technologies Ltd,Tw:Performance Information,Other Non-Clinical Services,114819.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1421414,Octapharma Limited,Tw:Balance Sheet,Pharmacy Issues & Receipts,91000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1423278,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,70125.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1423484,Pharmaxo Pharmacy Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,31841.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1426958,Csl Behring,Tw:Balance Sheet,Pharmacy Issues & Receipts,262500.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1426960,Csl Behring,Tw:Balance Sheet,Pharmacy Issues & Receipts,84000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/05/2020,1426961,Csl Behring,Tw:Balance Sheet,Pharmacy Issues & Receipts,30450.0,ROYF 01-03 - April - June.csv,1,Department of Health
