ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,expensetypoe
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCO Other,MEDICAL CENTRE WOODFIELD ROAD,32406473,2643.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,MEDICAL CENTRE WOODFIELD ROAD,32406473,28.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,MEDICAL CENTRE WOODFIELD ROAD,32406473,1589.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,THIRD PARTY HOSTED SERVICE 8,Recharge : Received,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,32406473,125174.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,THIRD PARTY HOSTED SERVICE 8,Recharge : Received,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,32411090,-125174.0,NWCL 02 - May.pdf.csv,-1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,COVENT GARDEN MEDICAL CENTRE,32411098,617.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,COVENT GARDEN MEDICAL CENTRE,32421146,5553.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,COVENT GARDEN MEDICAL CENTRE,32421146,38401.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,COVENT GARDEN MEDICAL CENTRE,32421146,2765.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,COVENT GARDEN MEDICAL CENTRE,32421146,5745.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,COVENT GARDEN MEDICAL CENTRE,32421146,674.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,COVENT GARDEN MEDICAL CENTRE,32421146,19500.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,COVENT GARDEN MEDICAL CENTRE,32421146,9221.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,COVENT GARDEN MEDICAL CENTRE,32421146,80.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,COVENT GARDEN MEDICAL CENTRE,32421146,1760.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PCN DES Support Payment,COVENT GARDEN MEDICAL CENTRE,32421146,11491.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,ST JOHNS WOOD MEDICAL PRACTICE,32421146,1909.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,ST JOHNS WOOD MEDICAL PRACTICE,32421147,6466.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,ST JOHNS WOOD MEDICAL PRACTICE,32421147,2597.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,ST JOHNS WOOD MEDICAL PRACTICE,32421147,133881.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,ST JOHNS WOOD MEDICAL PRACTICE,32421147,3219.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,ST JOHNS WOOD MEDICAL PRACTICE,32421147,6689.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,ST JOHNS WOOD MEDICAL PRACTICE,32421147,2558.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,ST JOHNS WOOD MEDICAL PRACTICE,32421147,169.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,ST JOHNS WOOD MEDICAL PRACTICE,32421147,7947.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PCN DES Support Payment,ST JOHNS WOOD MEDICAL PRACTICE,32421147,13389.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME - GMS GP Prior Year ERs,ST JOHNS WOOD MEDICAL PRACTICE,32421147,7190.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs Adjustments,ST JOHNS WOOD MEDICAL PRACTICE,32421147,1812.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,ST JOHNS WOOD MEDICAL PRACTICE,32421147,7250.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,VICTORIA MEDICAL CENTRE,32421147,9568.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,VICTORIA MEDICAL CENTRE,32421148,8515.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,VICTORIA MEDICAL CENTRE,32421148,126500.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,VICTORIA MEDICAL CENTRE,32421148,4764.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,VICTORIA MEDICAL CENTRE,32421148,9931.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,VICTORIA MEDICAL CENTRE,32421148,2374.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Clinical Waste,VICTORIA MEDICAL CENTRE,32421148,1643.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,VICTORIA MEDICAL CENTRE,32421148,46504.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,VICTORIA MEDICAL CENTRE,32421148,361.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,VICTORIA MEDICAL CENTRE,32421148,9953.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PCN DES Support Payment,VICTORIA MEDICAL CENTRE,32421148,20296.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,VICTORIA MEDICAL CENTRE,32421148,1482.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,32421148,1057388.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,32428915,1592269.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,32428916,237975.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,32428918,-129658.0,NWCL 02 - May.pdf.csv,-1,
NHS Central London CCG,31-May-20,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,32428920,149685.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,32428922,-132680.0,NWCL 02 - May.pdf.csv,-1,
NHS Central London CCG,31-May-20,CHC ADULT FULLY FUNDED,Cont Care-Mental Health (65+),CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32428928,30009.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,URGENT CARE,Clinical&Medical-Commercial Sector,NORTHERN DOCTORS URGENT CARE,32461079,441667.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,MENTAL HEALTH SERVICES - OTHER,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32461196,127575.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-Aug-20,Clinical&Medical-Othe Public Sector,,CITY OF WESTMINSTER,33714769,-1883948.0,NWCL 05 - August.pdf.csv,-1,COMMUNITY SERVICES
NHS Central London CCG,31-Aug-20,C&M-APMS Contract Value,,AT MEDICS STREATHAM PLACE,33486130,-68560.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS Contract Value,,SOHO SQUARE GENERAL PRACTICE,33486127,-34945.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS Contract Value,,HOMELESS HEALTH CIC,33486133,-34662.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME - PMS GP Prior Year ERs,,PADDINGTON GREEN HEALTH CENTRE,33486125,-8300.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,Statutory Mat Pay < 1 yr,,HMRC,33551147,-8219.0,NWCL 05 - August.pdf.csv,-1,BALANCE SHEET
NHS Central London CCG,31-Aug-20,ME-PMS GP Prior Year EEs,,PADDINGTON GREEN HEALTH CENTRE,33486126,-8065.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-GMS GP Prior Year EEs,,VICTORIA MEDICAL CENTRE,33585932,-7903.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME - GMS GP Prior Year ERs,,VICTORIA MEDICAL CENTRE,33585931,-7696.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-GMS GP Pension ERs Adjustments,,VICTORIA MEDICAL CENTRE,33585932,-6773.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS OOH Opt Outs,,AT MEDICS STREATHAM PLACE,33486132,-6388.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-PMS GP Pension ERs Adjs - PMS,,PADDINGTON GREEN HEALTH CENTRE,33486126,-5171.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-GMS GP Pension EEs,,VICTORIA MEDICAL CENTRE,33585932,-4524.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-PMS GP Pension EEs-PMS,,PADDINGTON GREEN HEALTH CENTRE,33486126,-3976.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS OOH Opt Outs,,SOHO SQUARE GENERAL PRACTICE,33486128,-2916.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-PMS GP Prior Year AVCs,,PADDINGTON GREEN HEALTH CENTRE,33486126,-2303.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS QOF Achievement,,SOHO SQUARE GENERAL PRACTICE,33486128,-2280.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-PMS GP Pension ERs Adjs - PMS,,AT MEDICS STREATHAM PLACE,33486132,-1402.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-PMS GP Pension EEs-PMS,,AT MEDICS STREATHAM PLACE,33486132,-1218.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS OOH Opt Outs,,HOMELESS HEALTH CIC,33486134,-310.0,NWCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,,MAIDA VALE MEDICAL CENTRE (THE),33585928,2.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,,LITTLE VENICE MEDICAL CENTRE,33599223,2.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,,SOHO SQUARE SURGERY,33585930,4.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,,LITTLE VENICE MEDICAL CENTRE,33585936,9.0,NWCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Central London CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,,MAIDA VALE MEDICAL CENTRE (THE),33585926,9.0,NWCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Central London CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,,SOHO SQUARE SURGERY,33585928,18.0,NWCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Central London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,,CRAWFORD STREET SURGERY,33585936,29.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,,DR VICTORIA MUIRS PRACTICE,33585916,46.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS PCN DES Participation,,HOMELESS HEALTH CIC,33486135,65.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,,VICTORIA MEDICAL CENTRE,33599230,76.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,,VICTORIA MEDICAL CENTRE,33599223,102.0,NWCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Central London CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,,PIMLICO HEALTH AT THE MARVEN SURGERY,33599230,109.0,NWCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Central London CCG,31-Aug-20,C&M-APMS OOH Opt Outs,,HOMELESS HEALTH CIC,33486135,155.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,,DR VICTORIA MUIRS PRACTICE,33585909,243.0,NWCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Central London CCG,31-Aug-20,Post Graduate Loan Payable,,HMRC,33551147,251.0,NWCL 05 - August.pdf.csv,1,BALANCE SHEET
NHS Central London CCG,31-Aug-20,C&M-GMS Prem Water Rates,,DR VICTORIA MUIRS PRACTICE,33585916,305.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,,CRAWFORD STREET SURGERY,33585932,323.0,NWCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Central London CCG,31-Aug-20,C&M-PMS QOF Achievement,,PADDINGTON GREEN HEALTH CENTRE,33486127,350.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,MAYFAIR MEDICAL CENTRE,33585926,367.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-GMS GP Pension EEs Adjustments,,FITZROVIA MEDICAL CENTRE,33585918,388.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS QOF Achievement,,LITTLE VENICE MEDICAL CENTRE,33599223,431.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,SOHO SQUARE SURGERY,33585930,445.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,DR ABOUZEKRY,33585907,460.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,DR G AHMED,33585909,547.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-GMS GP Pension ERs Adjustments,,FITZROVIA MEDICAL CENTRE,33585918,555.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS PCN DES Participation,,SOHO SQUARE GENERAL PRACTICE,33486129,601.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,MEDICAL CENTRE WOODFIELD ROAD,33585924,620.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS PCN DES Participation,,WESTBOURNE GREEN SURGERY (THE),33486130,632.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS Prem Water Rates,,PADDINGTON GREEN HEALTH CENTRE,33486127,647.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,COVENT GARDEN MEDICAL CENTRE,33585906,674.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,CRAWFORD STREET SURGERY,33585936,723.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,LITTLE VENICE MEDICAL CENTRE,33599223,726.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME - GMS GP Prior Year ERs,,BELGRAVIA SURGERY,33585904,748.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,ME-GMS GP Prior Year EEs,,BELGRAVIA SURGERY,33585904,840.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS PCN DES Participation,,WELLINGTON HEALTH CENTRE (THE),33509186,878.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,MAIDA VALE MEDICAL CENTRE (THE),33585928,935.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,FITZROVIA MEDICAL CENTRE,33585918,1053.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS PCN DES Participation,,MILLBANK MEDICAL CENTRE,33486123,1062.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS QOF Achievement,,HOMELESS HEALTH CIC,33486135,1089.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,BELGRAVIA SURGERY,33585904,1096.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS QOF Aspiration,,SOHO SQUARE SURGERY,33585930,1109.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS PCN DES Participation,,AT MEDICS STREATHAM PLACE,33486133,1179.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,DR VICTORIA MUIRS PRACTICE,33585916,1222.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCO Doctors Ret Scheme,,FITZROVIA MEDICAL CENTRE,33585918,1230.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS PCN DES Participation,,LISSON GROVE HEALTH CENTRE,33486119,1269.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS PCN DES Participation,,MARYLEBONE HEALTH CENTRE,33486121,1373.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,,DR G AHMED,33585909,1440.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Other Addtl Staff Paymts,,LITTLE VENICE MEDICAL CENTRE,33599223,1485.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS PCN DES Participation,,PADDINGTON GREEN HEALTH CENTRE,33486127,1493.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS QOF Aspiration,,MAYFAIR MEDICAL CENTRE,33585926,1509.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,IMPERIAL COLLEGE HEALTH CENTRE,33585920,1576.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-APMS OOH Opt Outs,,SOHO SQUARE GENERAL PRACTICE,33486129,1584.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS QOF Aspiration,,MEDICAL CENTRE WOODFIELD ROAD,33585924,1616.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS QOF Aspiration,,SOHO SQUARE GENERAL PRACTICE,33486129,1660.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Prem Rates,,DR VICTORIA MUIRS PRACTICE,33585916,1698.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS Additional Staff Payments,,WELLINGTON HEALTH CENTRE (THE),33486135,1742.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS QOF Achievement,,PIMLICO HEALTH AT THE MARVEN SURGERY,33599234,1777.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-PMS PCN DES Participation,,NEWTON MEDICAL CENTRE,33486125,1865.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS QOF Aspiration,,DR G AHMED,33585909,1891.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS QOF Aspiration,,DR ABOUZEKRY,33585907,1928.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS PCN DES Participation,,PIMLICO HEALTH AT THE MARVEN SURGERY,33599234,1966.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS Other Addtl Staff Paymts,,VICTORIA MEDICAL CENTRE,33599230,2080.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,C&M-GMS QOF Aspiration,,COVENT GARDEN MEDICAL CENTRE,33585906,2190.0,NWCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Central London CCG,31-Aug-20,Apprenticeship Levy Payable,,HMRC,33531518,2210.0,NWCL 05 - August.pdf.csv,1,BALANCE SHEET
