ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,exepnsearea
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,1884.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,128.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,13.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,7676.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,20.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,60.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,BURNLEY PRACTICE (AT MEDICS LTD),33956194,78752.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS DES Learn Dsblty Hlth Chk,BURNLEY PRACTICE (AT MEDICS LTD),33956194,140.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS PCO Other,BURNLEY PRACTICE (AT MEDICS LTD),33956194,5586.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,BURNLEY PRACTICE (AT MEDICS LTD),33956194,4387.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,WEMBLEY PRACTICE (THE),33956197,101337.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS PCO Other,WEMBLEY PRACTICE (THE),33956197,7898.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,WEMBLEY PRACTICE (THE),33956197,4583.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,PARK ROYAL MEDICAL PRACTICE,33956199,71241.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS DES Minor Surgery,PARK ROYAL MEDICAL PRACTICE,33956199,55.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,PARK ROYAL MEDICAL PRACTICE,33956199,15.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,PARK ROYAL MEDICAL PRACTICE,33956199,6.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,PARK ROYAL MEDICAL PRACTICE,33956199,4645.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,MAPESBURY MEDICAL GROUP,33956201,435.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,MAPESBURY MEDICAL GROUP,33956201,700.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,MAPESBURY MEDICAL GROUP,33956201,69270.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,MAPESBURY MEDICAL GROUP,33956201,7013.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,MAPESBURY MEDICAL GROUP,33956201,2030.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,MAPESBURY MEDICAL GROUP,33956201,64.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,MAPESBURY MEDICAL GROUP,33956201,5175.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,PRESTON MEDICAL CENTRE,33956203,5964.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,PRESTON MEDICAL CENTRE,33956203,31040.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,PRESTON MEDICAL CENTRE,33956203,611.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,PRESTON MEDICAL CENTRE,33956203,5424.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,PRESTON MEDICAL CENTRE,33956203,1736.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,PRESTON MEDICAL CENTRE,33956203,2302.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,TUDOR HOUSE MEDICAL CENTRE,33958873,28750.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Actual Rent,TUDOR HOUSE MEDICAL CENTRE,33958873,881.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,TUDOR HOUSE MEDICAL CENTRE,33958873,6135.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Rates,TUDOR HOUSE MEDICAL CENTRE,33958873,982.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,TUDOR HOUSE MEDICAL CENTRE,33958873,2593.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,STAG LANE MEDICAL CENTRE,33958876,144.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,STAG LANE MEDICAL CENTRE,33958876,34407.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,STAG LANE MEDICAL CENTRE,33958876,62.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,STAG LANE MEDICAL CENTRE,33958876,4259.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Hcare Srv Rec NHS Trust-Over/ Under,EAST AND NORTH HERTFORDSHIRE NHS TRUST,33963450,-37160.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,"Performance
C&M-PMS Additional Staff Payments",DR A SELWYN & PARTNERS,33974298,13302.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR A SELWYN & PARTNERS,33974298,117922.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,DR A SELWYN & PARTNERS,33974298,1668.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Learn Dsblty Hlth Chk,DR A SELWYN & PARTNERS,33974298,3780.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Minor Surgery,DR A SELWYN & PARTNERS,33974298,2732.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Actual Rent,DR A SELWYN & PARTNERS,33974298,69331.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR A SELWYN & PARTNERS,33974298,7216.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Rates,DR A SELWYN & PARTNERS,33974298,4653.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,DR A SELWYN & PARTNERS,33974298,469.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR A SELWYN & PARTNERS,33974298,11167.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR CHANDRASEKARA & PARTNERS,33974299,70.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,DR CHANDRASEKARA & PARTNERS,33974299,280.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR CHANDRASEKARA & PARTNERS,33974299,38826.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR CHANDRASEKARA & PARTNERS,33974299,2750.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR CHANDRASEKARA & PARTNERS,33974299,8158.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR CHANDRASEKARA & PARTNERS,33974299,1548.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR CHANDRASEKARA & PARTNERS,33974299,20.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR CHANDRASEKARA & PARTNERS,33974299,3462.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,DR CHANDRASEKARA & PARTNERS,33974299,2754.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,DR CHANDRASEKARA & PARTNERS,33974299,2777.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Additional Staff Payments,DR GELLERT & PARTNERS,33974300,5663.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR GELLERT & PARTNERS,33974300,73706.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Minor Surgery,DR GELLERT & PARTNERS,33974300,638.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,DR GELLERT & PARTNERS,33974300,5488.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR GELLERT & PARTNERS,33974300,14762.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Rates,DR GELLERT & PARTNERS,33974300,1341.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR GELLERT & PARTNERS,33974300,6267.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR M MAMTORA & DR R BHARDWAJ,33974302,79.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,DR M MAMTORA & DR R BHARDWAJ,33974302,280.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR M MAMTORA & DR R BHARDWAJ,33974302,22603.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR M MAMTORA & DR R BHARDWAJ,33974302,6.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR M MAMTORA & DR R BHARDWAJ,33974302,1967.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,DR M MAMTORA & DR R BHARDWAJ,33974302,3708.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,FREUCHEN MEDICAL CENTRE,33974303,840.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,FREUCHEN MEDICAL CENTRE,33974303,1353.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,FREUCHEN MEDICAL CENTRE,33974303,59371.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Other Addtl Staff Paymts,FREUCHEN MEDICAL CENTRE,33974303,2348.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,FREUCHEN MEDICAL CENTRE,33974303,4483.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,FREUCHEN MEDICAL CENTRE,33974303,4470.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,FREUCHEN MEDICAL CENTRE,33974303,3689.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,HILLTOP MEDICAL PRACTICE,33974304,22.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,HILLTOP MEDICAL PRACTICE,33974304,31470.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Other Addtl Staff Paymts,HILLTOP MEDICAL PRACTICE,33974304,2396.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,HILLTOP MEDICAL PRACTICE,33974304,2077.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,STAG - HOLLYROOD PRACTICE,33974305,48059.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Other Addtl Staff Paymts,STAG - HOLLYROOD PRACTICE,33974305,2747.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,STAG - HOLLYROOD PRACTICE,33974305,4102.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,STAG - HOLLYROOD PRACTICE,33974305,11401.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,STAG - HOLLYROOD PRACTICE,33974305,21.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,STAG - HOLLYROOD PRACTICE,33974305,4452.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS,33974306,74208.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS DES Learn Dsblty Hlth Chk,"LTD)
SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS",33974306,560.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,"LTD)
SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS",33974306,4964.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,"LTD)
OXFORD HEALTH NHS FOUNDATION TRUST",33979727,128034.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Clinical&Medical-Commercial Sector,NHS CENTRAL LONDON (WESTMINSTER) CCG,33979739,36900.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Clinical&Medical-Commercial Sector,INHEALTH LTD,33979789,36404.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GP FORWARD VIEW,Clinical&Medical-Commercial Sector,BRENT CARE LTD,33979803,111791.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,K&W HEALTHCARE LTD,33979824,52964.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Clinical&Medical-Commercial Sector,K&W HEALTHCARE LTD,33979840,34652.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,HARNESS CARE CO-OPERATIVE LTD,33979849,36246.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Clinical&Medical-Commercial Sector,NHS CENTRAL LONDON (WESTMINSTER) CCG,33979871,-36900.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,30-Sep-20,Adult Joint Funded Continuing Care Personal,Cont Care-Physical Disab (<65),MY SUPPORT MONEY,33979882,18597.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,"Health Budgets
CHC AD FULL FUND PERS HLTH BUD",Cont Care-Physical Disab (<65),MY SUPPORT MONEY,33979882,20815.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,CHC AD FULL FUND PERS HLTH BUD,Cont Care-Physical Disab (<65),MY SUPPORT MONEY,33979897,28646.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,OXFORD HEALTH NHS FOUNDATION TRUST,33979912,-64017.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,CENTRAL & NORTH WEST LONDON NHS FOUNDATION,33979925,180480.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Clinical&Medical-Commercial Sector,"TRUST
CARE UK (URGENT CARE) LTD",34051470,59000.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,MEDICINES MANAGEMENT - CLINICAL,Computer Software/License,FIRST DATABANK UK LTD,34051497,149600.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30/11/2020,GENERAL RESERVE - PROGRAMME,Hcare Srv Rec NHS Trust-Over/ Under Performance,LONDON NORTH WEST HEALTHCARE NHS TRUST,34723068,-224395.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,WEMBLEY PRACTICE (THE),34664293,-101337.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,BURNLEY PRACTICE (AT MEDICS LTD),34664291,-78752.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34664292,-74208.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,PARK ROYAL MEDICAL PRACTICE,34664294,-71241.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,GENERAL RESERVE - PROGRAMME,Clinical&Medical-Commercial Sector,BMI HEALTHCARE LTD,34546026,-34974.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR AL KROTOSKY & PTNRS,34660218,-29334.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,CHALKHILL FAMILY PRACTICE,34660284,-17495.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME - GMS GP Prior Year ERs,CHALKHILL FAMILY PRACTICE,34660284,-17350.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension ERs Adjustments,SUDBURY & ALPERTON MEDICAL,34660286,-11346.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,WEMBLEY PRACTICE (THE),34664293,-8509.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs Adjustments,SUDBURY & ALPERTON MEDICAL,34660286,-7646.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,-6525.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME - GMS GP Prior Year ERs,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,-6471.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,BURNLEY PRACTICE (AT MEDICS LTD),34664291,-6432.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34664292,-6071.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS OOH Opt Outs,PARK ROYAL MEDICAL PRACTICE,34664294,-5933.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension ERs Adjustments,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,-4826.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,SUDBURY & ALPERTON MEDICAL,34660286,-4617.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,-3999.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,BALANCE SHEET,Statutory Mat Pay < 1 yr,HMRC,34577540,-3193.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension ERs Adjs - PMS,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34664292,-3086.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,-3083.0,NWBR 08 - November.pdf.csv,-1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs,SUDBURY & ALPERTON MEDICAL,34660286,-2943.0,NWBR 08 - November.pdf.csv,-1,
