Department,Entity,Date,Expense Type,Expense Area,Supplier,Amount
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,C J ELLIOTT,"6,090.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR T H TOOSY,"6,096.42"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR A DITRI & PARTNERS,"6,100.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,THORNTON ROAD SURGERY,"6,135.45"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,D H GORDON,"6,147.17"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KUDRA AP,"6,167.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ALLEN & PARTNERS LONDON,"6,180.42"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR K BEGG,"6,192.53"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR E KATAY & PARTNERS,"6,204.56"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CRICKET GREEN MEDICAL PRACTICE,"6,212.87"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR WILCOCK & PARTNERS,"6,217.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,V M BEARN,"6,227.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHARTFIELD SURGERY,"6,234.49"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR I D R HARPER & PARTNERS,"6,237.61"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR P BOFFA & PARTNERS,"6,237.83"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Not For Profit,LOCAL ENHANCED SERVICES,BATTERSEA HEALTHCARE CIC,"6,250.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LONDON ROAD MEDICAL PRACTICE,"6,266.75"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR Z GHUFOOR & PARTNER,"6,271.01"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR M N PATEL & PARTNERS,"6,279.36"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SIVATHASAN & PARTNERS,"6,300.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR BOTTING & PARTNERS,"6,302.75"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S A BOBAK,"6,335.69"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR M GRAHAM,"6,360.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR BOTTING & PARTNERS,"6,361.51"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR M A WHITEHEAD & PARTNERS,"6,362.27"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PORTLAND MEDICAL CENTRE,"6,387.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,"6,394.28"
Department of Health,NHS South West London CCG,31/07/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CLAREMONT MEDICAL CENTRE SURBITON,"6,401.81"
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PUTNEYMEAD GROUP MEDICAL PRACTICE,"6,417.79"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,T K HALDER,"6,418.31"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR P BOFFA & PARTNERS,"6,459.92"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,YORK MEDICAL PRACTICE,"6,479.74"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,JOHAL & PARTNERS,"6,495.83"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,"6,516.66"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR B NAHA,"6,531.55"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,A HAFEEZ,"6,537.51"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHURCHILL MEDICAL CENTRE,"6,539.02"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR E KATAY & PARTNERS,"6,633.33"
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,"6,639.25"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,PARCHMORE MEDICAL CENTRE,"6,642.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,J GRANNELL,"6,661.83"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,H S KOONER,"6,675.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR FLOOD & PARTNERS,"6,694.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR S A BOBAK,"6,702.17"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,M G DURHAM,"6,734.28"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR I M WILSON,"6,744.25"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SHIRLEY MEDICAL CENTRE,"6,754.16"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,STONECOT SURGERY,"6,764.35"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,M G DURHAM,"6,782.59"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,J GRANNELL,"6,790.34"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BATES & PARTNERS RICHMOND,"6,792.04"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHRISTIE CL & PARTNERS,"6,806.60"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR M N PATEL & PARTNERS,"6,816.70"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ORCHARD PRACTICE,"6,821.92"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR AYUB & PARTNERS,"6,853.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR RODRIGUES & PARTNERS,"6,863.26"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR W H BARCLAY & PARTNERS,"6,869.57"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,PARCHMORE MEDICAL CENTRE,"6,879.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR N SORNALINGAM & PARTNERS,"6,898.57"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,J GRANNELL,"6,899.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR S A BOBAK,"6,940.75"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR I M WILSON,"6,984.42"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,JOHAL & PARTNERS,"7,006.08"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SIVATHASAN & PARTNERS,"7,037.37"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,EAST CROYDON MEDICAL CENTRE,"7,062.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR N VAJPEYI,"7,073.53"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTLAND MEDICAL CENTRE,"7,138.47"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,M N BAIG,"7,175.64"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,M N BAIG,"7,220.83"
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PUTNEYMEAD GROUP MEDICAL PRACTICE,"7,277.11"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LEWIS & PARTNERS,"7,283.95"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,QUEENHILL MEDICAL PRACTICE,"7,299.69"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STONECOT SURGERY,"7,406.18"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR J W GILLGRASS & PARTNERS,"7,461.89"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR BAKARE,"7,464.59"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR BAKARE,"7,466.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,LUCKETT & PARTNERS,"7,507.83"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR M SHIRAZ,"7,551.50"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,CARE UK COMMUNITY PARTNERSHIPS LTD,"7,566.97"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,DR S E RAMSBOTHAM,"7,604.81"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,LONDON ROAD MEDICAL PRACTICE,"7,620.48"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,"7,650.72"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR TC MOHAN,"7,704.23"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,"7,731.83"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,SUTTON NURSING HOMES LTD T/A ORCHARD HOUSE NURSING HOME,"7,740.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,R S A SEYAN,"7,745.70"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,LUCKETT & PARTNERS,"7,775.17"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARKWAY H C,"7,865.37"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL CENTRE CROYDON,"7,883.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CLAREMONT MEDICAL CENTRE SURBITON,"7,926.08"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CLAREMONT MEDICAL CENTRE SURBITON,"7,942.45"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DENMARK ROAD SURGERY,"7,962.45"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,T KEYAMO,"7,992.09"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,"7,997.32"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,C RIBEIRO,"8,007.17"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR V P SHAH & PARTNERS,"8,045.98"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,HACKBRIDGE MEDICAL CENTRE,"8,047.64"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,J GRANNELL,"8,062.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEAM GP CENTRE,"8,083.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BALHAM PARK SURGERY,"8,108.82"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR P W NEWLANDS & PARTNERS,"8,133.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,V M BEARN,"8,153.46"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,SHIRLEY MEDICAL CENTRE,"8,168.85"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CLAREMONT MEDICAL CENTRE SURBITON,"8,208.34"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,P L BOWEN,"8,210.35"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ST PAULS COTTAGE,"8,240.98"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,ST JUDES NURSING HOME,"8,256.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,WIMBLEDON MEDICAL CENTRE,"8,334.39"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ROBERTSON & PARTNERS,"8,366.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,"8,379.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DRS CUTTING KHAN & SHEYIN,"8,391.01"
Department of Health,NHS South West London CCG,31/07/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,JEZIERSKI & PARTNERS,"8,437.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR E KATAY & PARTNERS,"8,448.02"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,LEANDER ROAD SURGERY,"8,451.16"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR GIBBS & PARTNERS LONDON,"8,465.17"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR I M WILSON,"8,491.93"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SELSDON PARK MEDICAL PRACTICE,"8,618.01"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR M F JOHNSON & PARTNERS,"8,625.53"
Department of Health,NHS South West London CCG,31/07/2020,PO receipt accrual < 1 yr,BALANCE SHEET,CURRENT HEALTH LTD,"8,640.00"
Department of Health,NHS South West London CCG,31/07/2020,PO receipt accrual < 1 yr,BALANCE SHEET,CURRENT HEALTH LTD,"8,640.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR M GRAHAM,"8,652.56"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LAMBTON ROAD MEDICAL PRACTICE,"8,735.45"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,M G DURHAM,"8,778.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHURCHILL MEDICAL CENTRE,"8,818.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LUCKETT & PARTNERS,"8,828.52"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,PUTNEYMEAD GROUP MEDICAL PRACTICE,"8,829.39"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,COUNTRY PARK PRACTICE,"8,844.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR M F JOHNSON & PARTNERS,"8,845.35"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,COUNTRY PARK PRACTICE,"8,858.41"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,VILLAGE SURGERY NEW MALDEN,"8,859.24"
Department of Health,NHS South West London CCG,31/07/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CLAREMONT MEDICAL CENTRE SURBITON,"8,899.41"
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CENTRAL SURGERY,"8,929.98"
Department of Health,NHS South West London CCG,31/07/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,JEZIERSKI & PARTNERS,"8,987.40"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR M A WHITEHEAD & PARTNERS,"8,994.20"
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CENTRAL SURGERY,"9,004.51"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR ATTARD & OJO,"9,035.05"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR S E RAMSBOTHAM,"9,060.82"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,AUCKLAND SURGERY,"9,158.10"
