Department Family,Entity,Date,Expsene Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DR M CHAND,32690178,14356.25
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,SANDMERE PRACTICE,32690102,14359.14
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,HILLY FIELDS MEDICAL CENTRE,32690064,14364
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,STREATHAM HILL GROUP PRACTICE,32690116,14385.8
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DR M CHAWDHERY TA 306 MED CNT,32690039,14408.04
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DR DOHA,32690035,14511.24
Department of Health,CCG,30/06/2020,C&M?GMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,KNIGHTS HILL SURGERY,32807151,14544.67
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,CLIFTON RISE PRACTICE,32690027,14552.82
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,STREATHAM HILL GROUP PRACTICE,32690116,14592.39
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,ACORNS SURGERY,32690003,14596.15
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,WATERLOO HEALTH CENTRE,32690136,14615.59
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,STOCKWELL GROUP PRACTICE,32666219,14662.17
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,ELM HOUSE SURGERY,32768068,14671.75
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,ROYAL ARSENAL PMS,32690201,14672.6
Department of Health,CCG,30/06/2020,C&M?APMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,BURSTED WOOD SURGERY,32690173,14743
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,BELMONT HILL SURGERY,32666195,14746.25
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,DR CURRAN & PTNRS,32690037,14776.76
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,MANOR BROOK MEDICAL PRACTICE,32690198,14817.64
Department of Health,CCG,30/06/2020,Cont Care?Physical Disab (65+),CLINICAL ASSESSMENT AND TREATMENT CENTRES,HC ONE LTD,32627035,14880
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,NUNHEAD SURGERY,32690086,14890.12
Department of Health,CCG,30/06/2020,C&M?PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO?COMMISSIONING,HURLEY CLINIC,32690161,14943.39
Department of Health,CCG,30/06/2020,C&M?GMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,PLAS MEDDYG SURGERY,32820093,15004.65
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,BERMONDSEY SPA MEDICAL CENTRE,32689999,15009.16
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690157,15013.68
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,OAKVIEW FAMILY PRACTICE,32666214,15063.85
Department of Health,CCG,30/06/2020,C&M?GMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,VALLEY ROAD SURGERY LONDON,32820053,15075.47
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,NUNHEAD SURGERY,32690086,15093.77
Department of Health,CCG,30/06/2020,C&M?PMS Cost of Drugs ?Prescribing,LOCAL ENHANCED SERVICES,ST JAMES PRACTICE,32768123,15100.5
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,AT MEDICS LTD,32690146,15140.11
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,MORDEN HILL SURGERY,32690079,15187.28
Department of Health,CCG,30/06/2020,C&M?APMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,QUEENS ROAD SURGERY LONDON,32690098,15270.71
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,DEERBROOK SURGERY,32666201,15312.5
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,HETHERINGTON GROUP PRACTICE,32666208,15450
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,SUMMERCROFT SURGERY,32768119,15477.65
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,OLD KENT ROAD SURGERY,32690084,15524.61
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,BURSTED WOOD SURGERY,32690173,15552.72
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,WOODLANDS IN SIDCUP,32690217,15608.25
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,ELM HOUSE SURGERY,32768068,15645.36
Department of Health,CCG,30/06/2020,C&M?GMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,EDEN PARK SURGERY,32768065,15650.59
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DULWICH MEDICAL CENTRE CHADWICK ROAD,32666204,15669.09
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,SIDCUP MEDICAL CENTRE,32668639,15763.41
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,CAMBERWELL GREEN SURGERY,32666197,16013.41
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,CORNER SURGERY,32690025,16021.11
Department of Health,CCG,30/06/2020,C&M?PMS Prem Healthcentre Rent,PRC DELEGATED CO?COMMISSIONING,LISTER HEALTH CENTRE DR ARUMUGARAASAH & RATNESWAREN,32690075,16025.4
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,ST MARKS MEDICAL CENTRE,32690205,16064.28
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,HURLEY CLINIC,32690161,16083
Department of Health,CCG,30/06/2020,C&M?APMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,BROMLEY GP ALLIANCE,32753692,16131.77
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,GROVE MEDICAL CENTRE LONDON,32666207,16134.11
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,BERMONDSEY SPA MEDICAL CENTRE,32689999,16157.29
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,NOVUM HEALTH PARTNERSHIP,32666224,16166.67
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,VILLA STREET MEDICAL CENTRE,32690125,16167.56
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,PENROSE SURGERY,32666217,16179
Department of Health,CCG,30/06/2020,C&M?APMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,AT MEDICS LISTER,32690148,16179.04
Department of Health,CCG,30/06/2020,C&M?GMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,CORNERWAYS SURGERY BECKENHAM,32753665,16280.75
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,HONOR OAK GROUP PRACTICE,32666210,16291.12
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,HHR MEDICAL PRACTICE,32666209,16327.93
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,VESTA ROAD SURGERY,32666223,16374.69
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,CONCORDIA PARKSIDE,32690023,16426.58
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,DR BHADRA & DR PADIYAR PARTNERS TA RIVERSIDE SURGERY,32690222,16430.59
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DULWICH MEDICAL CENTRE CRYSTAL PALACE,32690053,16448.89
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,PARK MEDICAL CENTRE LONDON,32690090,16472.81
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,GROVE MEDICAL CENTRE LONDON,32666207,16500.33
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,CATOR MEDICAL CENTRE,32768054,16509.63
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,MALLING HEALTH (UK) LTD CLOVER,32690223,16536.53
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,PLUMBRIDGE MEDICAL CENTRE,32820084,16536.89
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,LEWISHAM MEDICAL CENTRE,32698057,16569.86
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,LAMBETH WALK GROUP PRACTICE,32690073,16588.08
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,ACORNS SURGERY,32690003,16712.77
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,ELTHAM MEDICAL PRACTICE,32690191,16762.58
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,ABBEY WOOD SURGERY,32690167,16781.24
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,VALENTINE HEALTH PARTNERSHIP,32690209,16838.07
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,QUEENS ROAD SURGERY LONDON,32690098,16840.37
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,LISTER HEALTH CENTRE DR ARUMUGARAASAH & RATNESWAREN,32690075,16885.57
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,NUNHEAD SURGERY,32690086,16946.27
Department of Health,CCG,30/06/2020,Cont Care?Funded Nursing Care Allow,FUNDED NURSING CARE,BRITISH HOME & HOSPITAL,32582821,16958.01
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Soc Prescribing,PRC DELEGATED CO?COMMISSIONING,HURLEY CLINIC,32690161,17056.5
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,STREATHAM PLACE,32690142,17072.35
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,ELM HOUSE SURGERY,32768068,17080.96
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DR PATEL & PARTNERS,32666202,17087.8
Department of Health,CCG,30/06/2020,C&M?GMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,PARKVIEW SURGERY LONDON,32820036,17099.04
Department of Health,CCG,30/06/2020,C&M?GMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,BANK HOUSE SURGERY FARNBOROUGH,32768031,17148.51
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,VALE SURGERY,32666222,17188.75
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,BROMLEY GP ALLIANCE,32753692,17222.11
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,QUEENS ROAD PARTNERSHIP,32690096,17234.93
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,HETHERINGTON GROUP PRACTICE,32666208,17287.15
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,NOVUM HEALTH PARTNERSHIP,32666224,17292.02
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,NEW MILL STREET SURGERY,32666212,17310.33
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,STREATHAM HILL GROUP PRACTICE,32690116,17354.17
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,BRIXTON HILL GROUP PRACTICE,32690013,17362.07
Department of Health,CCG,30/06/2020,C&M?APMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,CONCORDIA MELBOURNE GROVE,32690021,17378.69
Department of Health,CCG,30/06/2020,C&M?GMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,CRAYFORD TOWN SURGERY,32806051,17386.55
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,GARDENS SURGERY,32666205,17445.81
Department of Health,CCG,30/06/2020,C&M?PMS Prem Cost Rent,PRC DELEGATED CO?COMMISSIONING,STOCKWELL GROUP PRACTICE,32666219,17489
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,FOREST HILL GROUP PRACTICE,32690056,17577.2
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,WOODLANDS HEALTH CENTRE LONDON,32690138,17664.92
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,AMERSHAM VALE TRAINING PRACTICE,32690001,17679.24
Department of Health,CCG,30/06/2020,C&M?PMS Prem Healthcentre Rent,PRC DELEGATED CO?COMMISSIONING,ALBION STREET HEALTH CENTRE,32690007,17806.8
Department of Health,CCG,30/06/2020,C&M?GMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,BROOMWOOD ROAD SURGERY,32768039,17833.15
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,ST JAMES PRACTICE,32768123,17903.81
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,POVEREST MEDICAL CENTRE,32768103,17942.72
Department of Health,CCG,30/06/2020,C&M?APMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,SILVERLOCK,32690105,18008.17
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,ELTHAM PALACE SURGERY,32690192,18016.19
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,WOODLANDS IN SIDCUP,32690217,18050.42
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,DR COCHRAN G O & PARTNERS,32690174,18082.83
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,PENROSE LEE SURGERY,32690093,18084.9
Department of Health,CCG,30/06/2020,Cont Care? Palliative Care,CHC ADULT FULLY FUNDED,METRO HOMECARE LTD,32797561,18089.16
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,AT MEDICS LISTER,32690148,18090.89
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,MAWBEY GROUP PRACTICE,32690077,18135.18
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,CLAPHAM PARK GROUP PRACTICE,32690018,18145.2
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,HERNE HILL GROUP PRACTICE,32690060,18177.98
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,LAMBETH WALK GROUP PRACTICE,32690073,18221.49
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,CONCORDIA MELBOURNE GROVE,32690021,18354.49
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,STATION ROAD SURGERY SIDCUP,32690203,18451.73
Department of Health,CCG,30/06/2020,C&M?APMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,SPRINGFIELD MEDICAL CENTRE,32690107,18531.67
Department of Health,CCG,30/06/2020,C&M?GMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,WICKHAM PARK SURGERY,32753689,18539.72
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,PARK GROUP PRACTICE,32768144,18585.48
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,ADDINGTON ROAD SURGERY,32768030,18596.22
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,CHELSFIELD SURGERY,32768044,18597.64
Department of Health,CCG,30/06/2020,C&M?GMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,BROMLEY COMMON PRACTICE,32768139,18833.8
Department of Health,CCG,30/06/2020,Cont Care? Prior Year Payments,CHC ADULT FULLY FUNDED,BRITISH HOME & HOSPITAL,32582821,18869.99
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DEPTFORD SURGERY,32666200,18894.66
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DR RATNESWAREN N,32690183,18938.64
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,FAIRFIELDS PRACTICE LONDON,32690194,18948.34
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,VALE MEDICAL CENTRE,32666221,18980.95
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,ANERLEY SURGERY,32768023,18988.45
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,SILVERLOCK,32690105,18991.3
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,CAMBERWELL GREEN SURGERY,32666197,19011.44
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,DR PLANA F & PARTNER,32690186,19016.81
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,EDITH CAVELL PRACTICE,32690045,19044.27
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DR MOSTAFA M A,32690181,19137.9
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,ROYAL ARSENAL PMS,32690201,19260.74
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,ROSENDALE SURGERY,32690100,19317.51
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,BALLATER,32768026,19353.38
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,NORTHWOOD GROUP PRACTICE,32690151,19641.88
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,EXCHANGE SURGERY,32690047,19665.75
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,STERNHALL LANE SURGERY,32690109,19706.94
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,WESTWOOD SURGERY,32690211,19719.39
Department of Health,CCG,30/06/2020,Cont Care? Palliative Care,CLINICAL ASSESSMENT AND TREATMENT CENTRES,BRIGHTERKIND,32898127,19783.47
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,BLACKFRIARS MEDICAL PRACTICE,32690010,19851.63
Department of Health,CCG,30/06/2020,C&M?GMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,LINKS MEDICAL PRACTICE (THE),32768092,19908.49
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,M THAVAPALAN & PARTNERS,32690189,19916.81
Department of Health,CCG,30/06/2020,C&M?GMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,CORNERWAYS SURGERY BECKENHAM,32753665,19928.57
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690157,20003.72
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DR GERA & PARTNER,32690177,20046.51
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,WOOLSTONE MEDICAL CENTRE,32690140,20150.9
Department of Health,CCG,30/06/2020,C&M?GMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,FORGE CLOSE SURGERY,32768083,20173.74
Department of Health,CCG,30/06/2020,C&M?GMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,DYSART SURGERY,32753670,20202.36
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,LEES ROAD SURGERY,32690071,20205.25
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,FOREST HILL GROUP PRACTICE,32690056,20274.36
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,CHINBROOK SURGERY,32666199,20287.57
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,BURSTED WOOD SURGERY,32690173,20410.44
Department of Health,CCG,30/06/2020,C&M?PMS Prem Healthcentre Rent,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690153,20526.71
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,WOODLANDS PRACTICE,32768136,20568.94
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,TRIVENI PMS,32690208,20699.27
Department of Health,CCG,30/06/2020,National Insurance < 1 yr?NI?EES,BALANCE SHEET,HMRC,32768865,20783.64
Department of Health,CCG,30/06/2020,C&M?GMS PCO Seniority,PRC DELEGATED CO?COMMISSIONING,EDEN PARK SURGERY,32768065,20798.33
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,QUEENS ROAD PARTNERSHIP,32690096,20955.26
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,ALBION STREET HEALTH CENTRE,32690007,21029.89
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,ELM LODGE SURGERY,32666203,21242.82
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,ROYAL ARSENAL PMS,32690201,21285.04
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,FAIRFIELDS PRACTICE LONDON,32690194,21437.5
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,STREATHAM COMMON GROUP PRACTICE,32690112,21498.37
