Department Family,Entity,Expense Type,Expense Area,Supplier,Amount
Department of Health,NHS South East London CCG31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,35235925,52.5
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35235925,"2,459.29"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35235925,"57,248.31"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35235925,"7,339.64"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35235925,"5,266.79"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,35235925,"6,904.01"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35235925,"3,647.06"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35235925,"7,587.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35235925,"2,294.87"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,35235925,"2,359.27"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35235925,"8,391.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35235925,"3,633.83"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35235925,"1,300.06"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35235925,"4,500.97"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35235926,"-9,689.87"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35235926,-145.59
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,35235926,"-1,424.41"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35235926,"-4,824.89"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35235926,"-10,024.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35235926,"-3,665.25"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,35235926,-66.29
Department of Health,NHS South East London CCG31/01/2021,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,35235926,-366.56
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,35235926,"-6,480.81"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35235926,"-7,835.28"
Department of Health,NHS South East London CCG31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,35235927,472.5
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35235927,"8,073.34"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35235927,"190,446.30"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35235927,"19,393.34"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35235927,"16,996.28"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35235927,"9,636.53"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35235927,"20,048.25"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35235927,"7,336.74"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35235927,"25,416.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35235927,"5,086.27"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35235927,"13,786.58"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35235929,"2,707.82"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35235929,"63,761.71"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35235929,"6,776.92"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35235929,"2,463.53"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,35235929,"16,580.82"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Actual Rent,,,35235929
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,,,35235929
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,,,35235929
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Water Rates,,,35235929
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,,,35235929
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,,,35235931
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,,,35235931
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,,,35235931
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,,,35235931
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,,,35235931
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,,,35235931
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,,,35235931
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,,,35235933
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,,,35235933
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,,,35235933
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,,,35235933
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,,,35235933
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,,,35235933
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,,,35235933
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,,,35235935
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,,,35235935
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,,,35235935
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,,,35235935
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,,,35235935
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,,,35235935
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Water Rates,,,35235935
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,,,35235935
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,,,35235937
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,,,35235937
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,,,35235937
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,,,35235937
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,,,35235937
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,,,35235937
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,,,35235937
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,,,35235938
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Participation,,,35235938
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Voluntary Levy,,,35235938
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS GP Statutory Levy,,,35235938
Department of Health,NHS South East London CCG31/01/2021,ME - PMS GP Prior Year ERs,,,35235938
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs-PMS,,,35235938
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,,,35235938
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Prior Year EEs,,,35235938
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Contract Value,,,35235939
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other Addtl Staff Paymts,,,35235939
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,,,35235939
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Participation,,,35235939
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,,,35235939
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,,,35235939
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,,,35235939
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS DES Extended Hours Access,,,35235940
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,,,35235940
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS GP Statutory Levy,,,35235940
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clinical Director,,,35235940
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,VANBRUGH GROUP PRACTICE,35235940
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35235940,"-2,239.61"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,35235940,-40.54
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35235940,"-3,007.13"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,35235940,"-10,379.88"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35235940,"-14,401.57"
Department of Health,NHS South East London CCG31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,35235941,645
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35235941,"4,940.99"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35235941,"116,682.69"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35235941,"11,344.28"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35235941,"10,392.72"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,35235941,"40,542.61"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35235941,"5,636.96"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35235941,"11,727.38"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35235941,"4,483.03"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,35235941,"23,592.64"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,35235941,73.72
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,35235941,"2,259.26"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,35235941,"10,128.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,35235941,110.58
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35235941,"7,348.61"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35235941,100.25
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35235941,257.45
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35235943,"2,781.55"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,35235943,500
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35235943,"5,805.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35235943,"1,197.08"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35235943,"4,815.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35235943,"67,425.92"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35235943,"1,199.12"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35235943,"3,766.58"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,,,"2,550.39"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,,,"59,440.02"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,,,"6,469.08"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,,,"2,370.43"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Clinical Waste,,,33.64
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Healthcentre Rates,,,497.71
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Healthcentre Rent,,,"2,008.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,,,"2,020.83"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,,,831.67
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Water Rates,,,29.92
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,,,"5,476.88"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35235948,"2,871.34"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35235948,"67,400.94"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35235948,"5,993.07"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35235948,"2,532.78"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35235948,"4,221.12"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35235948,"1,992.99"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,35235948,94.58
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35235948,"3,389.36"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35241305,"1,679.34"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35241305,"40,141.90"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35241305,"4,212.84"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35241305,"1,515.85"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35241305,"2,447.92"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35241305,"1,122.75"
