Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,Amount in Sterling
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:41878) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,18.18
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81700) Lab Equipment Purchase,(id:41878) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,24.82
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81275) Medical Surgical Supplies & Equipment,(id:41878) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,14.14
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81255) Medical Surgical Supplies & Equipment,(id:41878) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257 ,9.6
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81255) Medical Surgical Supplies & Equipment,(id:41878) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217 ,6.24
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(81000) Surgical Appliances,(id:41876) Integrated Therapies and Medicine,TALAR MADE ORTHOTICS LTD,id:13020814   ,394.5
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(50522) Unqualified Nursing Staff,(id:41881) Integrated Therapies and Medicine,MSI GROUP LTD,id:13053513   ,244.84
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50522) Unqualified Nursing Staff,(id:41881) Integrated Therapies and Medicine,MSI GROUP LTD,id:13043530   ,490.74
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:41881) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,1291.97
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:41881) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,1107.87
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:41881) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,1338.31
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:41881) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,9.29
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(84500) Establishment,(id:42256) Integrated Local Services,CDP  PRINT MANAGEMENT,id:13040917,16
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(84500) Establishment,(id:42256) Integrated Local Services,CDP  PRINT MANAGEMENT,id:13040918,18.6
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:42255) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257  ,4.66
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82000) Provisions & Kitchens,(id:590595) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217    ,26.76
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:590584) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257    ,24.42
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(84200) Rental under Operating Lease,(id:590467) Integrated Local Services,MARSH LTD,id:13014517 ,1345.23
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:590432) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257    ,35.71
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(83400) Office Equipment,(id:590574) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941    ,7.32
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590579) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257   ,95.8
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:590579) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257 ,33.14
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590563) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194   ,37.26
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50562) Qualified Nursing Staff,(id:590563) Integrated Local Services,CONTINENTAL NURSE LTD,id:13031116    ,2313.75
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50562) Qualified Nursing Staff,(id:590563) Integrated Local Services,NURSING 2000 LTD,id:13045546    ,919.07
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(83640) IT Costs,(id:643432) Integrated Local Services,BIONICAL SOLUTIONS LTD (NORTH 51),id:13002938  ,5323.5
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:590495) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257    ,5.06
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:1885422) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217   ,62.18
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:1885424) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194  ,786.78
Department of Health,Guys and St Thomas NHS Foundation Trust,27/05/2020,(51862) Physiotherapists,(id:1885424) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13050033,6130.48
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51862) Physiotherapists,(id:1371419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047794,2396.73
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50562) Qualified Nursing Staff,(id:1371419) Integrated Local Services,MSI GROUP LTD,id:13030986 ,1071.9
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50562) Qualified Nursing Staff,(id:1371419) Integrated Local Services,MSI GROUP LTD,id:13031028 ,1673.04
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50562) Qualified Nursing Staff,(id:1371419) Integrated Local Services,MSI GROUP LTD,id:13043795 ,1228.09
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(50562) Qualified Nursing Staff,(id:699422) Integrated Local Services,CARE PROVIDERS HEALTHCARE,id:13001070,1605
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(50562) Qualified Nursing Staff,(id:699422) Integrated Local Services,MSI GROUP LTD,id:13052106  ,1065.48
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(84200) Rental under Operating Lease,(id:699422) Integrated Local Services,MARSH LTD,id:13014517 ,1345.23
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51832) Physiotherapists,(id:590523) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047754 ,1183.04
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(84500) Establishment,(id:590523) Integrated Local Services,CDP  PRINT MANAGEMENT,id:13041994    ,12.4
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590492) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837   ,660
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:2357419) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217   ,16.13
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51462) Occupational Therapists,(id:1913419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047774   ,1002.12
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51462) Occupational Therapists,(id:1913419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047754   ,1258.65
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51862) Physiotherapists,(id:684419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047774 ,4488.32
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51862) Physiotherapists,(id:684419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047754 ,2564.15
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:684419) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257   ,11.14
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51842) Physiotherapists,(id:684419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047774 ,1492.01
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51842) Physiotherapists,(id:684419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047754 ,1755.58
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(51842) Physiotherapists,(id:590503) Integrated Local Services,GLOBE LOCUMS LTD,id:13043921 ,939.6
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50552) Qualified Nursing Staff,(id:4460419) Integrated Local Services,YOUR WORLD RECRUITMENT LIMITED(YOUR WORLD HEALTHCARE),id:13031054 ,1079.93
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50552) Qualified Nursing Staff,(id:4460419) Integrated Local Services,MSI GROUP LTD,id:13043740 ,1098.59
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(50552) Qualified Nursing Staff,(id:4460419) Integrated Local Services,YOUR WORLD RECRUITMENT LIMITED(YOUR WORLD HEALTHCARE),id:13006137 ,1198.46
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590522) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936   ,33.6
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590522) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194   ,66.82
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50552) Qualified Nursing Staff,(id:590522) Integrated Local Services,NURSING 2000 LTD,id:13043656    ,828.6
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50552) Qualified Nursing Staff,(id:590522) Integrated Local Services,NURSING 2000 LTD,id:13043597    ,828.62
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(84500) Establishment,(id:590522) Integrated Local Services,CDP  PRINT MANAGEMENT,id:13041994    ,18
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82000) Provisions & Kitchens,(id:590522) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217    ,46.51
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81230) Medical Surgical Supplies & Equipment,(id:590522) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217   ,211.5
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(82000) Provisions & Kitchens,(id:590521) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837    ,23.26
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590521) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837   ,1360.36
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(83400) Office Equipment,(id:590521) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194    ,38.71
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(89120) Other - Legal fees,(id:590521) Integrated Local Services,BEACHCROFT LLP OFFICE ACCOUNT,id:13053630 ,1360
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(50552) Qualified Nursing Staff,(id:590521) Integrated Local Services,NURSING 2000 LTD,id:13017828    ,491
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590520) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194   ,66.82
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50552) Qualified Nursing Staff,(id:590520) Integrated Local Services,MSI GROUP LTD,id:13031047  ,1381.04
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(50552) Qualified Nursing Staff,(id:590520) Integrated Local Services,MSI GROUP LTD,id:13052012  ,894.12
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:590473) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936    ,38.28
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81100) Dressings,(id:590473) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,116.66
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590473) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936   ,1826.44
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82800) Bedding & Linen,(id:590473) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941,2.06
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(83400) Office Equipment,(id:590470) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941    ,13.68
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81100) Dressings,(id:590470) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,165.95
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81100) Dressings,(id:590535) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837 ,1.02
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590535) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936   ,25.09
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82800) Bedding & Linen,(id:590535) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941,200.76
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82000) Provisions & Kitchens,(id:590535) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936    ,15.43
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590481) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13011237   ,7886.64
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590463) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941   ,117.24
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590527) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936   ,791.86
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:590527) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,14.88
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(83410) Office Equipment,(id:590527) Integrated Local Services,RICOH UK LTD,id:13037406,589.85
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(86300) Healthcare from non-NHS bodies,(id:590526) Integrated Local Services,HETHERINGTON GROUP PRACTICE,id:12986239 ,2929.5
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(84400) Transport,(id:903421) Integrated Local Services,CITYSPRINT (UK) LTD,id:12775841,2155.46
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81700) Lab Equipment Purchase,(id:903421) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936   ,95.04
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(89270) Establishment,(id:903421) Integrated Local Services,SELDOC LTD,id:13021875,2677.73
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(89270) Establishment,(id:903421) Integrated Local Services,SELDOC LTD,id:13021874,7453.58
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82600) Uniforms & Clothing,(id:903421) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,224.94
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:903421) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257   ,488.66
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(84500) Establishment,(id:903421) Integrated Local Services,CDP  PRINT MANAGEMENT,id:13041994    ,41
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51862) Physiotherapists,(id:903421) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047794 ,1018.08
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:4263422) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936  ,141
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(50552) Qualified Nursing Staff,(id:4263421) Integrated Local Services,NURSING 2000 LTD,id:13009606   ,596.27
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82700) Uniforms & Clothing,(id:42518) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936    ,35.82
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82800) Bedding & Linen,(id:42518) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941   ,57.03
