,query_string_n,CompanyNumber,CompanyName,audit_type,CHnotes,isCIC,count,amount,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
571,NORTHWICK PARK CARDIAC RESEARCH CHARITY,CE013674,NORTHWICK PARK CARDIAC RESEARCH CHARITY,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match",CIO; all NHS payments postdate recent (29/3/18) registration,0 not CIC,3,79410.0,NORTHWICK PARK CARDIAC RESEARCH CHARITY,NORTHWICK PARK CARDIAC RESEARCH CHARITY,PARK ROYAL CARDIAC RESEARCH,32.53628,32.53628,20.595882,0.0,0.0,20.0
572,NORWICH AND CENTRAL NORFOLK MIND,05729028,NORFOLK AND WAVENEY MIND,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",was Norwich and Central Norfolk Mental Health Resources till 14/8/19,0 not CIC,77,8530708.0,CELEBRATE NORWICH AND NORFOLK,NORFOLK AND NORWICH SCOPE,NORFOLK AND WAVENEY MIND,16.703306,16.703306,15.823285,23.0,21.0,17.0
573,NORWICH AND CENTRAL NORFOLK MIND,05729028,NORFOLK AND WAVENEY MIND,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",was Norwich and Central Norfolk Mental Health Resources till 14/8/19,0 not CIC,77,8530708.0,CELEBRATE NORWICH AND NORFOLK,NORFOLK AND NORWICH SCOPE,NORFOLK AND WAVENEY MIND,16.703306,16.703306,15.823285,23.0,21.0,17.0
574,NOTTINGHAM CIRCLE COMMUNITY INTEREST COMPANY,07784765,CLICK NOTTINGHAM CIC,2: CH: 5 corrected imperf name match,"was Nottingham Circle CIC till 13/5/15. diss 10/12/19, long after sole NHS payment 31/3/15",1 CIC,1,335610.0,BEING IN CIRCLE COMMUNITY INTEREST COMPANY,CIRCLE SCOTLAND COMMUNITY INTEREST COMPANY,CIRCLE SPORTS COMMUNITY INTEREST COMPANY,18.363373,18.363373,18.363373,7.0,16.0,15.0
575,NOTTINGHAM CITY CARE PARTNERSHIP COMMUNITY INTEREST COMPANY,07548602,NOTTINGHAM CITYCARE PARTNERSHIP CIC,2: CH: 4 corrected now perf name match,"no name change since inc 2/3/11. CQC-listed provider at NHS Urgent Care Cr Nottm, all custs nrby, typical turnover 60m",1 CIC,741,268807844.0,NOTTINGHAM CITY GYMNASTICS COMMUNITY INTEREST COMPANY,NOTTINGHAM CITY SPLAT COMMUNITY INTEREST COMPANY,CITY HEALTH CARE PARTNERSHIP COMMUNITY INTEREST COMPANY,21.262386,21.262386,20.600626000000002,13.0,14.0,12.0
576,NOTTINGHAM CITYCARE PARTNERSHIP,07548602,NOTTINGHAM CITYCARE PARTNERSHIP CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"no name change since inc 2/3/11. CQC-listed provider at NHS Urgent Care Cr Nottm, all custs nrby, typical turnover 60m",1 CIC,3,268807844.0,NOTTINGHAM CITYCARE,NOTTINGHAM CITYCARE PARTNERSHIP COMMUNITY INTEREST COMPANY,CITYCARE CONNECT,24.179897,18.672247,14.965214999999999,12.0,27.0,20.0
577,NOTTINGHAM COMMUNITY HOUSING ASSOCIATION,RS007104,NOTTINGHAM COMMUNITY HOUSING ASSOCIATION LIMITED,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"note also IP20614R, IP23277R & assorted others, all IPS HAs & thus exempt charities",0 not CIC,32,2127969.0,NOTTINGHAM COMMUNITY HOUSING ASSOCIATION LIMITED,NOTTINGHAM COMMUNITY HOUSING ASSOCIATION 2014 LIMITED,NOTTINGHAM COMMUNITY SECOND HOUSING ASSOCIATION LIMITED,18.014473000000002,16.377079000000002,16.377079000000002,8.0,13.0,15.0
578,NPMS HHC COMMUNITY INTEREST COMPANY,06363515,NPMS-HHC COMMUNITY INTEREST COMPANY,2: CH: 1 existing perfect name match,NPMS - HHC is National Prospective Monitoring System - HIV Health-economics Collaboration,1 CIC,2,375543.0,HHC,HHC TRADING COMPANY LIMITED,HHC LIMITED,17.15081,14.79694,14.701364000000002,32.0,27.0,27.0
579,NPMSHHC COMMUNITY INTEREST COMPANY,06363515,NPMS-HHC COMMUNITY INTEREST COMPANY,2: CH: 1 existing perfect name match,NPMS - HHC is National Prospective Monitoring System - HIV Health-economics Collaboration,1 CIC,5,375543.0,NPMSHHC COMMUNITY INTEREST COMPANY,COMMUNITY INTEREST CAPITAL COMMUNITY INTEREST COMPANY,COMMUNITY INTEREST LUTON COMMUNITY INTEREST COMPANY,27.009089000000003,14.326851000000001,14.326851000000001,0.0,23.0,22.0
580,NUANCE,04090152,NUANCE COMMUNICATIONS UK LIMITED,2: CH: 5 corrected imperf name match,"full name in many other supplier records along with Ireland & International comps, with similar ave transactions",0 not CIC,1,89286.0,NUANCE,NUANCE LIMITED,THIS IS NUANCE LIMITED,18.402214,15.774045000000001,15.774045000000001,0.0,8.0,16.0
581,NUFFIELD HEALTH WELLBEING,02849324,NUFFIELD HEALTH WELLBEING LIMITED,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',turnover plenty big enough for this Epsom-based comp to have Cambridge UH Trust as a customer,0 not CIC,1,25454.0,NUFFIELD HEALTH WELLBEING LIMITED,NUFFIELD HEALTH,NUFFIELD HEALTH,22.93158,19.956705,19.956705,8.0,10.0,10.0
582,OAKDALE CENTRE LIMITED,10277025,OAKDALE CENTRE CIC,2: CH: 4 corrected now perf name match,"in Leeds, like only NHS customer. SIC 85590 & 96090, other education & service activities",1 CIC,2,100800.0,OAKDALE CENTRE TRUST,OAKDALE CHRISTIAN CENTRE,OAKDALE LEARNING CENTRE,16.198198,16.198198,16.198198,6.0,13.0,12.0
583,OAKLEAF,05225317,OAKLEAF CARE (HARTWELL) LIMITED,2: CH: 5 corrected imperf name match,all-supplier list has 48 transactions total 2.67m explicity with this org; this record has a comparable 66 total 5.0m,0 not CIC,66,7910238.0,OAKLEAF,OAKLEAF,OAKLEAF ENTERPRISE,15.008192999999999,15.008192999999999,12.864752000000001,0.0,0.0,11.0
584,OASIS GROUP,10875743,OASIS GROUP (LONDON) LIMITED,2: CH: 6 match options,"incorp 24/7/03; note NI047290 Oasis Group NI incorp 24/7/03; parent company founded 1999 Dublin, others also in gp",0 not CIC,1,75000.0,OASIS,OASIS,OASIS,12.030045,12.030045,12.030045,6.0,6.0,6.0
585,OFF THE RECORD,05097785,BRADFORD COUNSELLING SERVICES,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","was Bradford Counselling Services Ltd till 7/4/04. Conv/clsd 30/6/20 when char became CIO, new CN CE022343",0 not CIC,2,448889.0,OFF THE RECORD,OFF THE RECORD,OFF THE RECORD,18.804121,18.804121,18.804121,0.0,0.0,0.0
586,ONE CARE BNSSG LIMITED,10355565,ONE CARE (BNSSG) C.I.C.,2: CH: 1 existing perfect name match,"was One Care (BNSSG) Ltd till 2/12/19, ie for 63 of the 65 NHS payments. brackets are Bath North Somerset South Glos",2 became CIC,66,15873687.0,ONE CARE BNSSG COMMUNITY INTEREST COMPANY,BNSSG COMMUNITY PAEDIATRICIANS,CARE ONE,19.672729999999998,15.320858,13.40226,22.0,24.0,15.0
587,ONE CARE BNSSG LIMITED,10355565,ONE CARE (BNSSG) C.I.C.,2: CH: 1 existing perfect name match,"was One Care (BNSSG) Ltd till 2/12/19, ie for 63 of the 65 NHS payments. brackets are Bath North Somerset South Glos",2 became CIC,66,15873687.0,ONE CARE BNSSG COMMUNITY INTEREST COMPANY,BNSSG COMMUNITY PAEDIATRICIANS,CARE ONE,19.672729999999998,15.320858,13.40226,22.0,24.0,15.0
588,ONE HEALTH LEWISHAM SAS,10094878,ONE HEALTH LEWISHAM LIMITED,2: CH: 4 corrected now perf name match,"SAS is Special Allocation Service, service-targetted online booking system. inc 31/3/16 long before 1st pymt 31/12/19",0 not CIC,1,36036.0,ONE HEALTH LEWISHAM LIMITED,LEWISHAM SEXUAL HEALTH,SAS RENEWABLES ONE LIMITED,20.010998,15.997587,14.239516,7.0,20.0,21.0
589,OPEN DOOR,06092012,CARE PLUS GROUP PRIMARY CARE LTD,2: CH: 5 corrected imperf name match,this comp explicitly listed on Open Door Grimsby website. The 69 NHSE payments are Primary Care so likely same supplier,0 not CIC,99,3171010.0,AN OPEN DOOR,OPEN DOOR,OPEN DOOR,17.997467,17.997467,17.997467,3.0,0.0,0.0
590,OPEN MINDS ALLIANCE,07300381,OPEN MINDS ALLIANCE COMMUNITY INTEREST COMPANY,2: CH: 4 corrected now perf name match,"sole NHS cust is Dudley Walsall trust, web ref confirms connexion to this CIC. diss 19/7/19 long after 21/2/13 payment",1 CIC,1,93800.0,OPEN MINDS,FRIENDS OF OPEN MINDS,OPEN MIND IT LIMITED,18.244015,15.964058999999999,15.964058999999999,9.0,17.0,8.0
591,OPEN MINDS ALLIANCE COMMUNITY INTEREST COMPANY,07300381,OPEN MINDS ALLIANCE COMMUNITY INTEREST COMPANY,2: CH: 4 corrected now perf name match,Blackpool; sole cust Derbys Trust. diss 19/7/19 after 31/1/17 pymt. ?no link to same-name 13049413 inc 30/11/20 London,1 CIC,1,93800.0,OPEN MIND PLATFORM COMMUNITY INTEREST COMPANY,COMMUNITY IN MIND COMMUNITY INTEREST COMPANY,OPEN MINDS,22.173986,19.560326,18.244015,8.0,16.0,36.0
592,OPEN MINDS ALLIANCE EMOTIONAL RESILIANCE,07300381,OPEN MINDS ALLIANCE COMMUNITY INTEREST COMPANY,2: CH: 5 corrected imperf name match,"sole NHS cust is Dudley Walsall trust, web ref confirms connexion to this CIC. diss 19/7/19 long after 21/3/13 payment",1 CIC,1,93800.0,OPEN MINDS,A RESILIENT MIND LIMITED,MIND RESILIENCE LIMITED,18.244015,17.714423999999998,17.714423999999998,30.0,28.0,28.0
593,OPEN SOURCE SOFTWARE FOUNDATION FOR HEALTH AND CARE COMMUNITY INTEREST COMPANY,09483987,THE APPERTA FOUNDATION C.I.C.,2: CH: 5 corrected imperf name match,was Open Source Software Foundation for Health and Care CIC till 19/10/15,1 CIC,4,540000.0,FREE AND OPEN SOURCE SILICON FOUNDATION COMMUNITY INTEREST COMPANY,OPEN SOURCE LONDON COMMUNITY INTEREST COMPANY,OPEN SOURCE SOFTWARE COMPANY LIMITED,22.327645999999998,22.210160000000002,21.088013,36.0,34.0,48.0
594,OPENMAXIMS COMMUNITY INTEREST COMPANY,09397920,OPENMAXIMS C.I.C.,2: CH: 4 corrected now perf name match,"dissolved 2/4/19, long after sole payment 30/6/15. No likely successor org found",1 CIC,1,50000.0,COMMUNITY INTEREST CAPITAL COMMUNITY INTEREST COMPANY,COMMUNITY INTEREST LUTON COMMUNITY INTEREST COMPANY,COMMUNITY INTERESTS ASSEMBLE COMMUNITY INTEREST COMPANY,14.326851000000001,14.326851000000001,14.326851000000001,22.0,20.0,24.0
595,OPTIONS AUTISM 1 LIMITED,04064685,OPTIONS AUTISM (1) LIMITED,2: CH: 1 existing perfect name match,"Group structure unfathomable, but Autism Options numbers may reflect geographic divisions. Each has several facilities",0 not CIC,1,47288.0,OPTIONS AUTISM 1 LIMITED,OPTIONS AUTISM 11 LIMITED,OPTIONS AUTISM 12 LIMITED,22.348523999999998,16.48769,16.48769,0.0,1.0,1.0
596,OPTIONS AUTISM 2 LIMITED,04228353,OPTIONS AUTISM (2) LIMITED,2: CH: 1 existing perfect name match,"Group structure unfathomable, but Autism Options numbers may reflect geographic divisions. Each has several facilities",0 not CIC,28,1196962.0,OPTIONS AUTISM 2 LIMITED,OPTIONS AUTISM 1 LIMITED,OPTIONS AUTISM 11 LIMITED,22.107554999999998,16.48769,16.48769,0.0,1.0,2.0
597,OPTIONS AUTISM 6 LIMITED,05323908,OPTIONS AUTISM (6) LIMITED,2: CH: 1 existing perfect name match,"Group structure unfathomable, but Autism Options numbers may reflect geographic divisions. Each has several facilities",0 not CIC,8,562625.0,OPTIONS AUTISM 6 LIMITED,OPTIONS AUTISM 1 LIMITED,OPTIONS AUTISM 11 LIMITED,23.952066000000002,16.48769,16.48769,0.0,1.0,2.0
598,ORCHARD MEDICAL PRACTICE COMMUNITY INTEREST COMPANY,07759022,THE ORCHARD MEDICAL PRACTICE C.I.C.,2: CH: 4 corrected now perf name match,"dissolved 8/10/19, last NHS payment 31/3/17. No clear successor org found; practice name now Hesa Medical Centre",1 CIC,59,1895001.0,ORCHARD MEDICAL PRACTICE,FROME MEDICAL PRACTICE COMMUNITY INTEREST COMPANY,DORKING COMMUNITY ORCHARD COMMUNITY INTEREST COMPANY,21.220123,20.060394,18.219352999999998,27.0,6.0,20.0
599,ORION CARE SERVICES,07555894,ORION CARE SERVICES (MIDLANDS) LTD,2: CH: 5 corrected imperf name match,residental care provider; matched via CQC,0 not CIC,23,1444108.0,ORIONE CARE,ORION CARE SERVICES LIMITED,ORION CARE LIMITED,16.945103,15.940573,14.827473000000001,10.0,8.0,6.0
600,ORTHODYNAMICS,01982532,SUMMIT MEDICAL UK LIMITED,2: CH: 5 corrected imperf name match,"was Orthodynamics Ltd 14/9/03-15/5/19, which includes dates of NHS payments",0 not CIC,1,116789.0,,,,,,,,,
601,OXFORDSHIRE MIND,04343625,OXFORDSHIRE MIND,"2: CC: 4 corrected now perf name match, CH: 1 existing perfect name match","comp match is assoc with main char by CC, as is the char match here now",0 not CIC,3,325250.0,OXFORDSHIRE MIND,OXFORDSHIRE MIND,OXFORDSHIRE MIND,19.814552,19.814552,19.814552,0.0,0.0,0.0
602,PAC UK LIMITED,02040322,PACUK LIMITED,"2: CC: 4 corrected now perf name match, CH: 4 corrected now perf name match",automatch foxed again by lack of spaces next to punctuation. Was Post Adoption Centre till 17/11/10,0 not CIC,1,25080.0,PACS UK LIMITED,PAC,PAC,14.8146715,14.446470000000001,14.446470000000001,1.0,11.0,11.0
603,PAPWORTH TRUST,00148906,THE PAPWORTH TRUST,"2: CC: 1 existing perfect name match, CH: 4 corrected now perf name match","expenseareas are diff from those explicitly for Papworth hosp, so presume the matched parent trust was the intention",0 not CIC,12,257572.0,PAPWORTH TRUST,THE PAPWORTH TRUST,THE PAPWORTH TRUST,19.04222,19.04222,19.04222,0.0,4.0,4.0
604,PATHFINDER HEALTHCARE DEVELOPMENTS,05819288,PATHFINDER HEALTHCARE DEVELOPMENTS C.I.C.,2: CH: 4 corrected now perf name match,primary care provider. Bham locn like customer Trust,1 CIC,4,118551.0,PATHFINDER HEALTHCARE LIMITED,PATHFINDER HEALTHCARE DEVELOPMENTS COMMUNITY INTEREST COMPANY,PATHFINDER DOGS PATHFINDERS,16.978296,15.728558,14.42082,10.0,27.0,20.0
605,PEACE HOSPICE THE,02604892,PEACE HOSPICE CARE,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match",another hospice NHSD-matched only,0 not CIC,22,2894004.0,PEACE HOSPICE,THE PEACE HOSPICE,PEACE HOSPICE CARE,20.813357999999997,20.813357999999997,18.212310000000002,4.0,8.0,3.0
606,PENINSULA COMMUNITY HEALTH,07564579,PENINSULA COMMUNITY HEALTH C.I.C.,2: CH: 4 corrected now perf name match,diss 4/2/20 long after last pymt 31/3/15. Devon & Cornwall like all NHS custs. see CCnotes re supporting charity,1 CIC,2,6469111.0,PENINSULA HEALTH,PENINSULA COMMUNITY HEALTH AND CARE CHARITABLE FUNDS,PENINSULA FARM HEALTH LIMITED,18.495628,15.340998,14.386364000000002,10.0,26.0,15.0
607,PENINSULA COMMUNITY HEALTH COMMUNITY INTEREST COMPANY,07564579,PENINSULA COMMUNITY HEALTH C.I.C.,2: CH: 4 corrected now perf name match,diss 4/2/20 long after last pymt 30/4/16. Devon & Cornwall like all NHS custs. see CCnotes re supporting charity,1 CIC,21,6469111.0,MANHOOD PENINSULA COMMUNITY INTEREST COMPANY,BRISTOL COMMUNITY HEALTH COMMUNITY INTEREST COMPANY,SPECTRUM COMMUNITY HEALTH COMMUNITY INTEREST COMPANY,23.67981,21.949245,21.949245,21.0,7.0,7.0
608,PENINSULA COMMUNITY HEALTH INTERTRUST AGREEMENTS ONLY,07564579,PENINSULA COMMUNITY HEALTH C.I.C.,2: CH: 5 corrected imperf name match,diss 4/2/20 long after last pymt 2/1/15. Devon & Cornwall like all NHS custs. see CCnotes re supporting charity,1 CIC,2,6469111.0,PENINSULA HEALTH,HEALTH ONLY LIMITED,PENINSULA COMMUNITY HEALTH AND CARE CHARITABLE FUNDS,18.495628,15.57366,15.340998,37.0,42.0,21.0
609,PENROSE,08466743,PENROSE OPTIONS,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match","now part of the Social Interest Group says its website, though comp name is unchanged & still active",0 not CIC,7,1494319.0,PENROSE,PENROSE LIMITED,PENROSE OPTIONS,14.972335000000001,12.834014999999999,12.834014999999999,0.0,8.0,8.0
610,PEOPLE FIRST INDEPENDENT ADVOCACY,05438407,PEOPLE FIRST INDEPENDENT ADVOCACY,2: CH: 1 existing perfect name match,"comp inc 28/4/05, but char not reg till after sole NHS payment 31/1/18. no sign of a previous charity",0 not CIC,1,26000.0,PEOPLE FIRST INDEPENDENT ADVOCACY,PEOPLE FIRST INDEPENDENT ADVOCACY,PEOPLE FIRST SELF ADVOCACY,27.464059999999996,27.464059999999996,20.805108999999998,0.0,0.0,10.0
611,PEOPLEHUB NETWORK COMMUNITY INTEREST CO,07930391,THE PEOPLE HUB NETWORK COMMUNITY INTEREST COMPANY,2: CH: 4 corrected now perf name match,"inc 2012, still active, no name changes",1 CIC,18,655987.0,PEOPLEHUB LIMITED,PEOPLEHUB LEARNING LIMITED,AUTISM COMMUNITY NETWORK COMMUNITY INTEREST COMPANY,17.508952999999998,15.320858,14.216526000000002,25.0,23.0,20.0
612,PETALS,07717126,PREGNANCY EXPECTATIONS TRAUMA AND LOSS SOCIETY,"2: CC: 7 tentative match, CH: 7 tentative match","CCnotes> suspicion remains that PETALS might be an Imperial research project, not this char/comp, but cant prove it",0 not CIC,1,30000.0,PETALS,PETALS,PETALS,14.521595999999999,14.521595999999999,14.521595999999999,0.0,0.0,0.0
613,PHG FOUNDATION,05823194,FOUNDATION FOR GENOMICS AND POPULATION HEALTH,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",still active. Website confirms regno & comp no but fails to explain CC exemption. says its connected to Cambridge Univ,0 not CIC,1,102000.0,PHG FOUNDATION,PHG LIMITED,COMPLETE PHG LIMITED,19.458473,12.896289999999999,11.284639,0.0,9.0,17.0
614,PHILIPS CENTRE,01927665,PHILIPS U.K. LIMITED,2: CH: 5 corrected imperf name match,"comparison with other entries suggests Philips heathcare gp comp was intended, addr Philips Centre. matched accordingly",0 not CIC,2,185411.0,ST PHILIPS CENTRE,PHILIP TRAINING CENTRE LIMITED,SIR PHILIP GAME CENTRE,13.825268,12.2894535,12.2894535,3.0,17.0,9.0
615,PHOENIX,02548628,PHOENIX SOFTWARE LIMITED,2: CH: 7 tentative match,CCnotes ctd: this firm also explicitly listed for Cov Trust; just best-guess though. Or 06579350 Phoenix Networking,0 not CIC,9,28039781.09,PHOENIX,PHOENIX,PHOENIX,10.1491585,10.1491585,10.1491585,0.0,0.0,0.0
616,PHOENIX HOUSE HILL TOP LIMITED,05815170,PHOENIX HOUSE (HILL TOP) LIMITED,2: CH: 1 existing perfect name match,Sandwell location (despite use of London accountants as company addr) accords with Sandwell & W Bham CCG sole cust,0 not CIC,1,26254.0,PHOENIX HOUSE HILL TOP LIMITED,PHOENIX HOUSE,PHOENIX HOUSE,21.438725,14.493219,14.493219,0.0,17.0,17.0
617,PLUM TREE GROUP,01118019,IDEAGEN SOFTWARE LIMITED,2: CH: 5 corrected imperf name match,"was Plumtree Group 18/11/02-6/5/15. Otherwise, Plum Tree Group is Illinois-based international software house",0 not CIC,1,193294.0,PLUM TREE GARTH,PLUM TREE ENGLAND LIMITED,PLUM TREE ESTATES LIMITED,17.49103,15.5479965,15.5479965,4.0,14.0,15.0
618,PLUSS ORGANISATION,05171613,THE PLUSS ORGANISATION CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',name was just The Pluss Organisation till 11/12/15,1 CIC,13,546056.0,THE PLUSS ORGANISATION COMMUNITY INTEREST COMPANY,PLUSS LIMITED,FUN PLUSS LIMITED,17.197948,15.563266,13.618323,31.0,10.0,14.0
619,PLYMOUTH COMMUNITY HEALTHCARE COMMUNITY INTEREST COMPANY,07584107,LIVEWELL SOUTHWEST CIC,2: CH: 5 corrected imperf name match,was Plymouth Community Healthcare CIC till 4/8/16,1 CIC,204,113818338.0,FOOD PLYMOUTH COMMUNITY INTEREST COMPANY,GRAVITY PLYMOUTH COMMUNITY INTEREST COMPANY,MADE IN PLYMOUTH COMMUNITY INTEREST COMPANY,22.481977,22.481977,22.481977,24.0,24.0,24.0
620,POINT OF CARE FOUNDATION,CE000341,THE POINT OF CARE FOUNDATION,"2: CC: 1 existing perfect name match, CH: 4 corrected now perf name match",CIO,0 not CIC,11,474624.0,THE POINT OF CARE FOUNDATION,THE POINT OF CARE FOUNDATION,THE POINT FOUNDATION,18.664454,18.664454,15.372342000000002,4.0,4.0,12.0
621,PORTLAND CENTRE FOR INTEGRATIVE MEDICINE,08529099,NATIONAL CENTRE FOR INTEGRATIVE MEDICINE COMMUNITY INTEREST COMPANY,2: CH: 5 corrected imperf name match,"was Portland Centre for Integrative Med, as Ltd till 25/3/14 then as CIC till 5/10/18, ie incl NHS payment 22/12/15",1 CIC,4,14371.0,CENTRE FOR INTEGRATED AND FUNCTIONAL MEDICINE LIMITED,INTEGRATED MEDICINES LIMITED,INTEGRITY MEDICINE LIMITED,17.316309,16.460804,16.460804,33.0,31.0,30.0
622,PRESCQIPP,09814012,PRESCQIPP C.I.C.,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2015 incorporation. Leeds base near this NHS cust,1 CIC,1,651148.0,PRESCQIPP COMMUNITY INTEREST COMPANY,,,14.099248999999999,,,27.0,,
623,PRIMARY CARE CHESHIRE,07701742,PRIMARY CARE CHESHIRE CIC,2: CH: 4 corrected now perf name match,was provider at Tarporley War Memorial Hospital (qv) till recently,1 CIC,28,5121978.0,PRIMARY CARE IMAGING CHESHIRE LIMITED,PRIMARY CARE CHESHIRE COMMUNITY INTEREST COMPANY,CHESHIRE CARE LIMITED,15.211838,13.829184,13.133813,16.0,27.0,14.0
624,PRINCES TRUST THE,RC000772,THE PRINCES TRUST,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match","sole NHS cust with name in this form is Stoke CCG, where Princes Trust has a Centre",0 not CIC,1,149247.0,THE PRINCES TRUST,THE PRINCES TRUST,PRINCES TRUST INTERNATIONAL,16.196205,16.196205,14.172164000000002,8.0,8.0,12.0
625,PRINCESS ROYAL TRUST FOR CARERS,02955846,THE PRINCESS ROYAL TRUST FOR CARERS IN HAMPSHIRE,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",sole NHS cust NE Hants & Fareham CCG accords,0 not CIC,2,94316.0,THE PRINCESS ROYAL TRUST FOR CARERS,PRINCESS ROYAL TRUST CARERS CENTRE,PRINCESS ROYAL TRUST CARERS SERVICE,27.871855,25.085201,25.085201,4.0,9.0,11.0
626,PRIORY GROUP NORTHERN OFFICE,04433255,PRIORY GROUP LIMITED,2: CH: 5 corrected imperf name match,Priory Group comprises many company registrations,0 not CIC,30,609847024.0,NORTHERN OFFICE INVESTMENTS LIMITED,OFFICE ASSIST NORTHERN LIMITED,OFFICE CLEANING NORTHERN LIMITED,13.131637,13.131637,13.131637,25.0,17.0,19.0
627,PRIORY HOSPITAL BRISTOL,04433255,PRIORY GROUP LIMITED,2: CH: 5 corrected imperf name match,Priory Group comprises many company registrations,0 not CIC,12,609847024.0,BRISTOL HOSPITAL BROADCASTS,BRISTOL HOSPITAL RADIO,BRISTOL HOSPITAL RADIO,14.185856,14.185856,14.185856,12.0,10.0,10.0
628,PRIORY HOSPITAL BURGESS HILL PRIORY,04433255,PRIORY GROUP LIMITED,2: CH: 5 corrected imperf name match,Priory Group comprises many company registrations,0 not CIC,1,609847024.0,PRIORY HILL LIMITED,THE PRIORY,THE PRIORY WOODBOURNE HOSPITAL SCHOOL,23.707005,23.065323,21.488615,22.0,26.0,26.0
