query_string_n,verif_match
NEW ROAD SURGERY,NEW ROAD SURGERY
NEW WOKINGHAM ROAD SURGERY,NEW WOKINGHAM ROAD SURGERY
NEWBURY GREEN MEDICAL PRACTICE,NEWBURY GREEN MEDICAL PRACTICE
NEWBURY GROUP PRACTICE,NEWBURY GROUP PRACTICE
NEWCASTLE CVS,NEWCASTLE CVS
NEWCROSS HEALTHCARE SOLUTIONS LIMITED,NEWCROSS HEALTHCARE SOLUTIONS LIMITED
NEWHAM GP COOPERATIVE LIMITED,NEWHAM GP COOPERATIVE LIMITED
NEWHAM HEALTH COLLABORATIVE LIMITED,NEWHAM HEALTH COLLABORATIVE LIMITED
NEWHAM MEDICAL CENTRE,NEWHAM MEDICAL CENTRE
NEWHAVEN CARE LIMITED,NEWHAVEN CARE LIMITED
NEWLAND SURGERY,NEWLAND SURGERY
NEWLANDS MEDICAL CENTRE,NEWLANDS MEDICAL CENTRE
NEWTON COMMUNITY HOSPITAL PRACTICE,NEWTON COMMUNITY HOSPITAL PRACTICE
NEWTON EUROPE LIMITED,NEWTON EUROPE LIMITED
NEWTON MEDICAL CENTRE,NEWTON MEDICAL CENTRE
NEWTON PLACE SURGERY,NEWTON PLACE SURGERY
NHS ANGLIA COMMISSIONING SUPPORT UNIT,NHS ANGLIA COMMISSIONING SUPPORT UNIT
NHS BLOOD AND TRANSPLANT,NHS BLOOD AND TRANSPLANT
NHS BUSINESS SERVICES AUTHORITY,NHS BUSINESS SERVICES AUTHORITY
NHS CENTRAL EASTERN COMMISSIONING SUPPORT UNIT,NHS CENTRAL EASTERN COMMISSIONING SUPPORT UNIT
NHS CENTRAL MIDLANDS COMMISSIONING SUPPORT UNIT,NHS CENTRAL MIDLANDS COMMISSIONING SUPPORT UNIT
NHS ENGLAND,NHS ENGLAND
NHS FYLDE AND WYRE CLINICAL COMMISSIONING GROUP,NHS FYLDE AND WYRE CLINICAL COMMISSIONING GROUP
NHS GLOUCESTERSHIRE CLINICAL COMMISSIONING GROUP,NHS GLOUCESTERSHIRE CLINICAL COMMISSIONING GROUP
NHS GREATER MANCHESTER SHARED SERVICES,NHS GREATER MANCHESTER SHARED SERVICES
NHS MIDLANDS AND LANCASHIRE COMMISSIONING SUPPORT UNIT,NHS MIDLANDS AND LANCASHIRE COMMISSIONING SUPPORT UNIT
NHS NEL COMMISSIONING SUPPORT UNIT,NHS NEL COMMISSIONING SUPPORT UNIT
NHS NENE CLINICAL COMMISSIONING GROUP,NHS NENE CLINICAL COMMISSIONING GROUP
NHS NORTH OF ENGLAND COMMISSIONING SUPPORT UNIT,NHS NORTH OF ENGLAND COMMISSIONING SUPPORT UNIT
NHS ROTHERHAM CLINICAL COMMISSIONING GROUP,NHS ROTHERHAM CLINICAL COMMISSIONING GROUP
NHS SHARED BUSINESS SERVICES LIMITED,NHS SHARED BUSINESS SERVICES LIMITED
NHS SOUTH CENTRAL AND WEST COMMISSIONING SUPPORT UNIT,NHS SOUTH CENTRAL AND WEST COMMISSIONING SUPPORT UNIT
NHS STAFFORDSHIRE AND LANCASHIRE COMMISSIONING SUPPORT UNIT,NHS STAFFORDSHIRE AND LANCASHIRE COMMISSIONING SUPPORT UNIT
NHS SURREY AND SUSSEX COMMISSIONING SUPPORT UNIT,NHS SURREY AND SUSSEX COMMISSIONING SUPPORT UNIT
NHS SWALE CLINICAL COMMISSIONING GROUP,NHS SWALE CLINICAL COMMISSIONING GROUP
NHS WIRRAL CLINICAL COMMISSIONING GROUP,NHS WIRRAL CLINICAL COMMISSIONING GROUP
NICHE HEALTH AND SOCIAL CARE CONSULTING LIMITED,NICHE HEALTH AND SOCIAL CARE CONSULTING LIMITED
NICHE OFFICE SOLUTIONS LIMITED,NICHE OFFICE SOLUTIONS LIMITED
NICKLEFORD CARE HOMES LIMITED,NICKLEFORD CARE HOMES LIMITED
NIGHTINGALE GROUP LIMITED,NIGHTINGALE GROUP LIMITED
NIGHTINGALE HOUSE SURGERY,NIGHTINGALE HOUSE SURGERY
NIGHTINGALE VALLEY PRACTICE,NIGHTINGALE VALLEY PRACTICE
NIHON KOHDEN UK LIMITED,NIHON KOHDEN UK LIMITED
NIMBUSCARE LIMITED,NIMBUSCARE LIMITED
NINA MURPHY ASSOCIATES LIMITED LIABILITY PARTNERSHIP,NINA MURPHY ASSOCIATES LIMITED LIABILITY PARTNERSHIP
NINIAN SOLUTIONS LIMITED,NINIAN SOLUTIONS LIMITED
NLA MEDIA ACCESS LIMITED,NLA MEDIA ACCESS LIMITED
NO WHITE FLAG LIMITED,NO WHITE FLAG LIMITED
NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST
NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST
NORFOLK COUNTY COUNCIL,NORFOLK COUNTY COUNCIL
NORFOLK PARK HEALTH CENTRE,NORFOLK PARK HEALTH CENTRE
NORFOLK STREET SURGERY,NORFOLK STREET SURGERY
NORMANBY MEDICAL CENTRE,NORMANBY MEDICAL CENTRE
NORSE CARE LIMITED,NORSE CARE LIMITED
NORTH BANK FORUM,NORTH BANK FORUM
NORTH BRISTOL NHS TRUST,NORTH BRISTOL NHS TRUST
NORTH CHELMSFORD NHS HCC,NORTH CHELMSFORD NHS HCC
NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST
NORTH EAST ALLIANCE LIMITED,NORTH EAST ALLIANCE LIMITED
NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST
NORTH EAST AUTISM SOCIETY,NORTH EAST AUTISM SOCIETY
NORTH EAST ESSEX GP NETWORK LIMITED LIABILITY PARTNERSHIP,NORTH EAST ESSEX GP NETWORK LIMITED LIABILITY PARTNERSHIP
NORTH EAST LINCOLNSHIRE COUNCIL,NORTH EAST LINCOLNSHIRE COUNCIL
NORTH EAST LONDON NHS FOUNDATION TRUST,NORTH EAST LONDON NHS FOUNDATION TRUST
NORTH EASTERN DERBYSHIRE HEALTHCARE LIMITED,NORTH EASTERN DERBYSHIRE HEALTHCARE LIMITED
NORTH HARBOUR MEDICAL GROUP,NORTH HARBOUR MEDICAL GROUP
NORTH HILL HOUSE,NORTH HILL HOUSE
NORTH HILL MEDICAL GROUP,NORTH HILL MEDICAL GROUP
NORTH LANCASHIRE MEDICAL SERVICES LIMITED,NORTH LANCASHIRE MEDICAL SERVICES LIMITED
NORTH LINCOLNSHIRE COUNCIL,NORTH LINCOLNSHIRE COUNCIL
NORTH LONDON ESTATE PARTNERSHIPS LIMITED,NORTH LONDON ESTATE PARTNERSHIPS LIMITED
NORTH LONDON HOSPICE,NORTH LONDON HOSPICE
NORTH MEOLS MEDICAL CENTRE,NORTH MEOLS MEDICAL CENTRE
NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST
NORTH NORFOLK PRIMARY CARE LIMITED,NORTH NORFOLK PRIMARY CARE LIMITED
NORTH RIDGE MEDICAL PRACTICE,NORTH RIDGE MEDICAL PRACTICE
NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST
NORTH STAFFS MIND,NORTH STAFFS MIND
NORTH STAFFS USERS GROUP,NORTH STAFFS USERS GROUP
NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST
NORTH WEST AMBULANCE SERVICE NHS TRUST,NORTH WEST AMBULANCE SERVICE NHS TRUST
NORTH WEST ANGLIA NHS FOUNDATION TRUST,NORTH WEST ANGLIA NHS FOUNDATION TRUST
NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST
NORTH WEST CARE LIMITED,NORTH WEST CARE LIMITED
NORTH WEST LEICESTERSHIRE GP LIMITED,NORTH WEST LEICESTERSHIRE GP LIMITED
NORTH WEST LONDON HOSPITALS NHS TRUST,NORTH WEST LONDON HOSPITALS NHS TRUST
NORTH WEST SURREY INTEGRATED CARE SERVICES NICS LIMITED,NORTH WEST SURREY INTEGRATED CARE SERVICES NICS LIMITED
NORTH YORKSHIRE COUNTY COUNCIL,NORTH YORKSHIRE COUNTY COUNCIL
NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NORTHAMPTON GENERAL HOSPITAL NHS TRUST
NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST
NORTHBOURNE MEDICAL CENTRE,NORTHBOURNE MEDICAL CENTRE
NORTHDOWN SURGERY,NORTHDOWN SURGERY
NORTHERN DATA COMMUNICATIONS LIMITED,NORTHERN DATA COMMUNICATIONS LIMITED
NORTHERN DEVON HEALTHCARE NHS TRUST,NORTHERN DEVON HEALTHCARE NHS TRUST
NORTHERN HEALTHCARE LIMITED,NORTHERN HEALTHCARE LIMITED
NORTHERN LIFE CARE LIMITED,NORTHERN LIFE CARE LIMITED
NORTHERN TAXIS LIMITED,NORTHERN TAXIS LIMITED
NORTHGATE MEDICAL PRACTICE,NORTHGATE MEDICAL PRACTICE
NORTHGATE PUBLIC SERVICES UK LIMITED,NORTHGATE PUBLIC SERVICES UK LIMITED
NORTHGATE SURGERY,NORTHGATE SURGERY
NORTHGATE VILLAGE SURGERY,NORTHGATE VILLAGE SURGERY
NORTHLANDS SURGERY,NORTHLANDS SURGERY
NORTHLANDS WOOD SURGERY,NORTHLANDS WOOD SURGERY
NORTHORPE HALL CHILD AND FAMILY TRUST,NORTHORPE HALL CHILD AND FAMILY TRUST
NORTHPOINT,NORTHPOINT
NORTHPOINT WELLBEING LIMITED,NORTHPOINT WELLBEING LIMITED
NORTHUMBERLAND COUNTY COUNCIL,NORTHUMBERLAND COUNTY COUNCIL
NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST
NORTHUMBERLAND TYNE AND WEAR NHS TRUST,NORTHUMBERLAND TYNE AND WEAR NHS TRUST
NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST
NORTHVILLE FAMILY PRACTICE,NORTHVILLE FAMILY PRACTICE
NORTON MEDICAL CENTRE,NORTON MEDICAL CENTRE
NORWICH AND CENTRAL NORFOLK MIND,NORWICH AND CENTRAL NORFOLK MIND
NORWICH AND NORFOLK SURGICAL LIMITED,NORWICH AND NORFOLK SURGICAL LIMITED
NORWOOD SURGERY,NORWOOD SURGERY
NOTTINGHAM CITY COUNCIL,NOTTINGHAM CITY COUNCIL
NOTTINGHAM CITY HOMES LIMITED,NOTTINGHAM CITY HOMES LIMITED
NOTTINGHAM REHAB LIMITED,NOTTINGHAM REHAB LIMITED
NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST
NOTTINGHAMSHIRE COUNTY COUNCIL,NOTTINGHAMSHIRE COUNTY COUNCIL
NOTTINGHAMSHIRE DEAF SOCIETY,NOTTINGHAMSHIRE DEAF SOCIETY
NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
NOTTINGHAMSHIRE HOSPICE,NOTTINGHAMSHIRE HOSPICE
NOUVITA LIMITED,NOUVITA LIMITED
NOVA WAKEFIELD DISTRICT LIMITED,NOVA WAKEFIELD DISTRICT LIMITED
NOVACOR UK LIMITED,NOVACOR UK LIMITED
NOVARTIS PHARMACEUTICALS UK LIMITED,NOVARTIS PHARMACEUTICALS UK LIMITED
NOVUS HEALTH LIMITED,NOVUS HEALTH LIMITED
NOVUS PROPERTY SOLUTIONS LIMITED,NOVUS PROPERTY SOLUTIONS LIMITED
NSL LIMITED,NSL LIMITED
NUFFIELD HEALTH,NUFFIELD HEALTH
NUFFIELD HOSPITALS,NUFFIELD HOSPITALS
NUFFIELD HOUSE HEALTH CENTRE,NUFFIELD HOUSE HEALTH CENTRE
NUFFIELD TRUST,NUFFIELD TRUST
NUGENT CARE,NUGENT CARE
NUNWELL SURGERY,NUNWELL SURGERY
NURSE PLUS AND CARER PLUS UK LIMITED,NURSE PLUS AND CARER PLUS UK LIMITED
NURTURE LIMITED LIABILITY PARTNERSHIP,NURTURE LIMITED LIABILITY PARTNERSHIP
NURTURECARE LIMITED,NURTURECARE LIMITED
NUTGROVE VILLA SURGERY,NUTGROVE VILLA SURGERY
NUTRICIA LIMITED,NUTRICIA LIMITED
NWLHT ANALYTICAL LIMITED LIABILITY PARTNERSHIP,NWLHT ANALYTICAL LIMITED LIABILITY PARTNERSHIP
NYNET LIMITED,NYNET LIMITED
OAK LODGE MEDICAL CENTRE,OAK LODGE MEDICAL CENTRE
OAK TREE SURGERY,OAK TREE SURGERY
OAKDALE SCHOOL,OAKDALE SCHOOL
OAKENHURST MEDICAL PRACTICE,OAKENHURST MEDICAL PRACTICE
OAKHURST COURT LIMITED,OAKHURST COURT LIMITED
OAKLAND PRIMECARE LIMITED,OAKLAND PRIMECARE LIMITED
OAKLANDS HOSPITAL,OAKLANDS HOSPITAL
OAKLEAF,OAKLEAF
OAKLEAF CARE HARTWELL LIMITED,OAKLEAF CARE HARTWELL LIMITED
OAKLEAF SURVEYING LIMITED,OAKLEAF SURVEYING LIMITED
OAKLEIGH ROAD HEALTH CENTRE,OAKLEIGH ROAD HEALTH CENTRE
OAKRIDGE PARK MEDICAL CENTRE,OAKRIDGE PARK MEDICAL CENTRE
OAKS PLACE SURGERY,OAKS PLACE SURGERY
OAKWOOD SURGERY,OAKWOOD SURGERY
OBEROI CONSULTING LIMITED,OBEROI CONSULTING LIMITED
OBJECTQUEST LIMITED,OBJECTQUEST LIMITED
OCEAN COMMUNITY SERVICES LIMITED,OCEAN COMMUNITY SERVICES LIMITED
OFF THE RECORD YOUTH COUNSELLING CROYDON,OFF THE RECORD YOUTH COUNSELLING CROYDON
OFFICE FOR PUBLIC MANAGEMENT LIMITED,OFFICE FOR PUBLIC MANAGEMENT LIMITED
OFFICE OF MODERN GOVERNANCE LIMITED,OFFICE OF MODERN GOVERNANCE LIMITED
OFFICESCAPE BUSINESS INTERIORS LIMITED LIABILITY PARTNERSHIP,OFFICESCAPE BUSINESS INTERIORS LIMITED LIABILITY PARTNERSHIP
OLD BRIDGE SURGERY,OLD BRIDGE SURGERY
OLD FORGE SURGERY,OLD FORGE SURGERY
OLD HALL SURGERY,OLD HALL SURGERY
OLD MILL AND MILLGATES MEDICAL PRACTICE,OLD MILL AND MILLGATES MEDICAL PRACTICE
OLD SCHOOL HOUSE,OLD SCHOOL HOUSE
OLD SCHOOL SURGERY,OLD SCHOOL SURGERY
OLDERCARE HASLEMERE LIMITED,OLDERCARE HASLEMERE LIMITED
OLDFIELD RESIDENTIAL CARE LIMITED,OLDFIELD RESIDENTIAL CARE LIMITED
OLIVE LEAF HEALTH AND HOMECARE LIMITED,OLIVE LEAF HEALTH AND HOMECARE LIMITED
OLIVER STREET SURGERY,OLIVER STREET SURGERY
OLIVER WYMAN LIMITED,OLIVER WYMAN LIMITED
OMNES HEALTHCARE LIMITED,OMNES HEALTHCARE LIMITED
OMNICELL LIMITED,OMNICELL LIMITED
OMYRA LIMITED,OMYRA LIMITED
ONE ASHFORD HEALTHCARE LIMITED,ONE ASHFORD HEALTHCARE LIMITED
ONE TO ONE NORTH WEST LIMITED,ONE TO ONE NORTH WEST LIMITED
ONE WIGHT HEALTH LIMITED,ONE WIGHT HEALTH LIMITED
ONGAR HEALTH CENTRE,ONGAR HEALTH CENTRE
ONLY CARE LIMITED,ONLY CARE LIMITED
OPAL CARE HOMES LIMITED,OPAL CARE HOMES LIMITED
OPCARE LIMITED,OPCARE LIMITED
OPEN DOOR YOUNG PEOPLES CONSULTATION SERVICE,OPEN DOOR YOUNG PEOPLES CONSULTATION SERVICE
OPEN JUNCTION NETWORKS LIMITED,OPEN JUNCTION NETWORKS LIMITED
OPEN ROAD SOLUTIONS LIMITED,OPEN ROAD SOLUTIONS LIMITED
OPTASIA MEDICAL LIMITED,OPTASIA MEDICAL LIMITED
OPTEGRA UK LIMITED,OPTEGRA UK LIMITED
OPTIMUM PATIENT CARE LIMITED,OPTIMUM PATIENT CARE LIMITED
OPTIMUS HEALTHCARE LINCOLN LIMITED,OPTIMUS HEALTHCARE LINCOLN LIMITED
OPTIONS AUTISM 1 LIMITED,OPTIONS AUTISM 1 LIMITED
OPTIONS AUTISM 2 LIMITED,OPTIONS AUTISM 2 LIMITED
OPTIONS AUTISM 6 LIMITED,OPTIONS AUTISM 6 LIMITED
OPTUM HEALTH SOLUTIONS UK LIMITED,OPTUM HEALTH SOLUTIONS UK LIMITED
OPUS CARE LIMITED,OPUS CARE LIMITED
ORANGE CARE LIMITED,ORANGE CARE LIMITED
ORBIS EDUCATION AND CARE LIMITED,ORBIS EDUCATION AND CARE LIMITED
ORBIT HEALTHCARE LIMITED,ORBIT HEALTHCARE LIMITED
ORCHA HEALTH LIMITED,ORCHA HEALTH LIMITED
ORCHARD MEDICAL PRACTICE,ORCHARD MEDICAL PRACTICE
ORCHARD SURGERY,ORCHARD SURGERY
ORCHID GOLD LIMITED,ORCHID GOLD LIMITED
ORDINARY LIVING LIMITED,ORDINARY LIVING LIMITED
ORFORD LODGE,ORFORD LODGE
ORION HEALTH LIMITED,ORION HEALTH LIMITED
ORJ SOLICITORS LIMITED LIABILITY PARTNERSHIP,ORJ SOLICITORS LIMITED LIABILITY PARTNERSHIP
ORMSKIRK MEDICAL PRACTICE,ORMSKIRK MEDICAL PRACTICE
ORTIVUS UK LIMITED,ORTIVUS UK LIMITED
OSCAR NOTTINGHAM,OSCAR NOTTINGHAM
OSEL ENTERPRISES LIMITED,OSEL ENTERPRISES LIMITED
OTTERBURN HEALTH CARE LIMITED,OTTERBURN HEALTH CARE LIMITED
OTTERFIELD MEDICAL CENTRE,OTTERFIELD MEDICAL CENTRE
OTTO BOCK HEALTHCARE PUBLIC LIMITED COMPANY,OTTO BOCK HEALTHCARE PUBLIC LIMITED COMPANY
OUGHTIBRIDGE SURGERY,OUGHTIBRIDGE SURGERY
OUR HEALTH PARTNERSHIP,OUR HEALTH PARTNERSHIP
OURRIS PROPERTIES LIMITED,OURRIS PROPERTIES LIMITED
OUSE VALLEY PRACTICE,OUSE VALLEY PRACTICE
OUT OF HOURS WEST LANCASHIRE COMMUNITY INTEREST COMPANY,OUT OF HOURS WEST LANCASHIRE COMMUNITY INTEREST COMPANY
OUTCOMES BASED HEALTHCARE LIMITED,OUTCOMES BASED HEALTHCARE LIMITED
OUTLOOK CARE,OUTLOOK CARE
OUTLOOK SW LIMITED,OUTLOOK SW LIMITED
OUTREACH 3WAY,OUTREACH 3WAY
OUTWOOD PARK MEDICAL CENTRE,OUTWOOD PARK MEDICAL CENTRE
OVERGATE HOSPICE,OVERGATE HOSPICE
OVERTON PARK SURGERY,OVERTON PARK SURGERY
OVIVA UK LIMITED,OVIVA UK LIMITED
OWEN ROAD SURGERY,OWEN ROAD SURGERY
OWLTHORPE MEDICAL CENTRE,OWLTHORPE MEDICAL CENTRE
OXFORD BROOKES ENTERPRISES LIMITED,OXFORD BROOKES ENTERPRISES LIMITED
OXFORD COMPUTER CONSULTANTS LIMITED,OXFORD COMPUTER CONSULTANTS LIMITED
OXFORD DRIVE MEDICAL CENTRE,OXFORD DRIVE MEDICAL CENTRE
OXFORD HEALTH NHS FOUNDATION TRUST,OXFORD HEALTH NHS FOUNDATION TRUST
OXFORD IMMUNOTEC LIMITED,OXFORD IMMUNOTEC LIMITED
OXFORD STREET SURGERY,OXFORD STREET SURGERY
OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST
OXLEAS NHS FOUNDATION TRUST,OXLEAS NHS FOUNDATION TRUST
PACKMOOR MEDICAL CENTRE,PACKMOOR MEDICAL CENTRE
PADDINGTON GREEN HEALTH CENTRE,PADDINGTON GREEN HEALTH CENTRE
PADGATE MEDICAL CENTRE,PADGATE MEDICAL CENTRE
PAEDSPLUS LIMITED,PAEDSPLUS LIMITED
PAGE HALL MEDICAL CENTRE,PAGE HALL MEDICAL CENTRE
PALACE ROAD SURGERY,PALACE ROAD SURGERY
PALFREY HEALTH CENTRE,PALFREY HEALTH CENTRE
PALMARIS HEALTHCARE LIMITED,PALMARIS HEALTHCARE LIMITED
PANACEA COLLABORATIVE LIMITED,PANACEA COLLABORATIVE LIMITED
PAPWORTH TRUST,PAPWORTH TRUST
PAPYRUS PREVENTION OF YOUNG SUICIDE,PAPYRUS PREVENTION OF YOUNG SUICIDE
PARBOLD SURGERY,PARBOLD SURGERY
PARCHMORE MEDICAL CENTRE,PARCHMORE MEDICAL CENTRE
PARK CRESCENT HEALTH CENTRE,PARK CRESCENT HEALTH CENTRE
PARK END SURGERY,PARK END SURGERY
PARK HEALTH CENTRE,PARK HEALTH CENTRE
PARK HOUSE MEDICAL CENTRE,PARK HOUSE MEDICAL CENTRE
PARK LODGE MEDICAL CENTRE,PARK LODGE MEDICAL CENTRE
PARK MEDICAL CENTRE,PARK MEDICAL CENTRE
PARK ROAD ST HELENS LIMITED,PARK ROAD ST HELENS LIMITED
PARK SURGERY,PARK SURGERY
PARK VIEW HEALTH PARTNERSHIP,PARK VIEW HEALTH PARTNERSHIP
PARK VIEW MEDICAL CENTRE,PARK VIEW MEDICAL CENTRE
PARK VIEW SURGERY,PARK VIEW SURGERY
PARKSIDE MEDICAL CENTRE,PARKSIDE MEDICAL CENTRE
PARKSIDE SURGERY,PARKSIDE SURGERY
PARKWAY MEDICAL CENTRE,PARKWAY MEDICAL CENTRE
PARKWOOD SURGERY,PARKWOOD SURGERY
PARLIAMENT HILL SURGERY,PARLIAMENT HILL SURGERY
PARSONAGE SURGERY,PARSONAGE SURGERY
PARTNERS FOR ENDOSCOPY LIMITED,PARTNERS FOR ENDOSCOPY LIMITED
PARTNERSHEALTH LIMITED LIABILITY PARTNERSHIP,PARTNERSHEALTH LIMITED LIABILITY PARTNERSHIP
PATFORD HOUSE PARTNERSHIP,PATFORD HOUSE PARTNERSHIP
PATHFINDER PRACTICE,PATHFINDER PRACTICE
PATHFINDERSCARE OLLERTON LIMITED,PATHFINDERSCARE OLLERTON LIMITED
PATIENT MEMOIRS LIMITED,PATIENT MEMOIRS LIMITED
PATIENT OPINION LIMITED,PATIENT OPINION LIMITED
PATIENTS2PEOPLE LIMITED,PATIENTS2PEOPLE LIMITED
PAUL FOR BRAIN RECOVERY,PAUL FOR BRAIN RECOVERY
PAUL HARTMANN LIMITED,PAUL HARTMANN LIMITED
PAUL ROCHE BUSINESS SOLUTIONS LIMITED,PAUL ROCHE BUSINESS SOLUTIONS LIMITED
PAUL STRICKLAND SCANNER CENTRE,PAUL STRICKLAND SCANNER CENTRE
PAYDENS LIMITED,PAYDENS LIMITED
PAYDENS NURSING HOMES LIMITED,PAYDENS NURSING HOMES LIMITED
PCS BUSINESS SYSTEMS LIMITED,PCS BUSINESS SYSTEMS LIMITED
PCTI SOLUTIONS LIMITED,PCTI SOLUTIONS LIMITED
PEDMORE MEDICAL PRACTICE,PEDMORE MEDICAL PRACTICE
PEGASUS CARE HOMES LIMITED,PEGASUS CARE HOMES LIMITED
PEMBERTON SURGERY,PEMBERTON SURGERY
PEMBROKE ROAD SURGERY,PEMBROKE ROAD SURGERY
PENCEAT MEDICAL LIMITED,PENCEAT MEDICAL LIMITED
PENDEEN SURGERY,PENDEEN SURGERY
PENDERELS TRUST,PENDERELS TRUST
PENDLETON MEDICAL CENTRE,PENDLETON MEDICAL CENTRE
PENHALIGONS FRIENDS,PENHALIGONS FRIENDS
PENINSULA HEALTH LIMITED LIABILITY PARTNERSHIP,PENINSULA HEALTH LIMITED LIABILITY PARTNERSHIP
PENINSULA MEDICAL PRACTICE,PENINSULA MEDICAL PRACTICE
PENINSULA ULTRASOUND LIMITED,PENINSULA ULTRASOUND LIMITED
PENKETHS LIMITED,PENKETHS LIMITED
PENNINE ACUTE HOSPITALS NHS TRUST,PENNINE ACUTE HOSPITALS NHS TRUST
PENNINE CARE NHS FOUNDATION TRUST,PENNINE CARE NHS FOUNDATION TRUST
PENROSE,PENROSE
PENRYN SURGERY,PENRYN SURGERY
PENTELOW PRACTICE,PENTELOW PRACTICE
PENTLOW NURSING HOME LIMITED,PENTLOW NURSING HOME LIMITED
PENTREATH LIMITED,PENTREATH LIMITED
PEOPLE FIRST INDEPENDENT ADVOCACY,PEOPLE FIRST INDEPENDENT ADVOCACY
PEOPLE OPPORTUNITIES LIMITED,PEOPLE OPPORTUNITIES LIMITED
PERFECT CIRCLE JV LIMITED,PERFECT CIRCLE JV LIMITED
PETERBOROUGH CITY COUNCIL,PETERBOROUGH CITY COUNCIL
PETERGATE SURGERY,PETERGATE SURGERY
PETROC GROUP PRACTICE,PETROC GROUP PRACTICE
PHAROS SUPPORT LIMITED,PHAROS SUPPORT LIMITED
PHILIPS ELECTRONICS UK LIMITED,PHILIPS ELECTRONICS UK LIMITED
PHOENIX COTTAGES LIMITED,PHOENIX COTTAGES LIMITED
PHOENIX HEALTH SOLUTIONS LIMITED,PHOENIX HEALTH SOLUTIONS LIMITED
PHOENIX INTERIMS LIMITED,PHOENIX INTERIMS LIMITED
PHOENIX MEDICAL GROUP,PHOENIX MEDICAL GROUP
PHOENIX PRIMARY CARE SOUTH LIMITED,PHOENIX PRIMARY CARE SOUTH LIMITED
PHOENIX PUBLIC HEALTH LIMITED,PHOENIX PUBLIC HEALTH LIMITED
PHOENIX SOFTWARE LIMITED,PHOENIX SOFTWARE LIMITED
PHOENIX SURGERY,PHOENIX SURGERY
PHP INVESTMENTS 2011 LIMITED,PHP INVESTMENTS 2011 LIMITED
PHYSIOLOGICAL MEASUREMENTS LIMITED,PHYSIOLOGICAL MEASUREMENTS LIMITED
PHYSIOTHERAPY SOLUTIONS LIMITED,PHYSIOTHERAPY SOLUTIONS LIMITED
PICKERING MEDICAL PRACTICE,PICKERING MEDICAL PRACTICE
PICKHURST SURGERY,PICKHURST SURGERY
PIER HEALTH GROUP LIMITED,PIER HEALTH GROUP LIMITED
PILGRIM HOMES,PILGRIM HOMES
PILGRIMS HOSPICES IN EAST KENT,PILGRIMS HOSPICES IN EAST KENT
PILNING SURGERY,PILNING SURGERY
PIMLICO HEALTH AT THE MARVEN SURGERY,PIMLICO HEALTH AT THE MARVEN SURGERY
PINEHILL SURGERY,PINEHILL SURGERY
PINETREE CARE SERVICES LIMITED,PINETREE CARE SERVICES LIMITED
PINNACLE HEALTH PARTNERSHIP LIMITED LIABILITY PARTNERSHIP,PINNACLE HEALTH PARTNERSHIP LIMITED LIABILITY PARTNERSHIP
PIONEER MEDICAL GROUP,PIONEER MEDICAL GROUP
PIONEERING CARE PARTNERSHIP,PIONEERING CARE PARTNERSHIP
PJ CARE LIMITED,PJ CARE LIMITED
PLAINS VIEW SURGERY,PLAINS VIEW SURGERY
PLAS MEDDYG SURGERY,PLAS MEDDYG SURGERY
PLATFORM 7 LIMITED,PLATFORM 7 LIMITED
PLEASLEY SURGERY,PLEASLEY SURGERY
